,id,beats,pitches,tuple_beat_and_pitch,midi
226,226,"[[2, 3, 5, 6, 8, 10, 11, 12], [1, 6, 7, 9, 10, 11], [5, 8], [4, 5, 6, 8, 12], [1, 2, 4, 5], [1, 6, 7, 10], [2, 4, 8, 9], [2, 4, 5, 11]]","[[49, 44, 54, 48, 43, 46, 48, 49], [47, 50, 52, 45, 50, 52], [57, 58], [57, 57, 62, 57, 60], [54, 57, 64, 62], [63, 56, 57, 62], [59, 62, 60, 50], [62, 53, 56, 52]]","[[(2, 49), (3, 44), (5, 54), (6, 48), (8, 43), (10, 46), (11, 48), (12, 49)], [(1, 47), (6, 50), (7, 52), (9, 45), (10, 50), (11, 52)], [(5, 57), (8, 58)], [(4, 57), (5, 57), (6, 62), (8, 57), (12, 60)], [(1, 54), (2, 57), (4, 64), (5, 62)], [(1, 63), (6, 56), (7, 57), (10, 62)], [(2, 59), (4, 62), (8, 60), (9, 50)], [(2, 62), (4, 53), (5, 56), (11, 52)]]",lstm_midis/lstm_song226.mid
227,227,"[[2, 3, 5, 6, 8, 10, 11, 12], [1, 6, 7, 9, 10, 11], [5, 8], [4, 5, 6, 8, 12], [1, 2, 4, 5], [1, 6, 7, 10], [2, 4, 8, 9], [2, 4, 5, 11]]","[[68, 66, 68, 68, 67, 68, 70, 71], [68, 71, 67, 69, 73, 70], [58, 57], [58, 58, 63, 57, 61], [56, 60, 65, 61], [64, 56, 60, 62], [56, 59, 57, 46], [59, 51, 52, 47]]","[[(2, 68), (3, 66), (5, 68), (6, 68), (8, 67), (10, 68), (11, 70), (12, 71)], [(1, 68), (6, 71), (7, 67), (9, 69), (10, 73), (11, 70)], [(5, 58), (8, 57)], [(4, 58), (5, 58), (6, 63), (8, 57), (12, 61)], [(1, 56), (2, 60), (4, 65), (5, 61)], [(1, 64), (6, 56), (7, 60), (10, 62)], [(2, 56), (4, 59), (8, 57), (9, 46)], [(2, 59), (4, 51), (5, 52), (11, 47)]]",lstm_midis/lstm_song227.mid
228,228,"[[2, 3, 5, 6, 8, 10, 11, 12], [1, 6, 7, 9, 10, 11], [5, 8], [4, 5, 6, 8, 12], [1, 2, 4, 5], [1, 6, 7, 10], [2, 4, 8, 9], [2, 4, 5, 11]]","[[18, 15, 32, 21, 12, 18, 20, 16], [24, 24, 35, 13, 18, 32], [55, 57], [55, 54, 61, 57, 59], [52, 55, 63, 62], [62, 55, 52, 61], [59, 60, 60, 50], [62, 52, 56, 55]]","[[(2, 18), (3, 15), (5, 32), (6, 21), (8, 12), (10, 18), (11, 20), (12, 16)], [(1, 24), (6, 24), (7, 35), (9, 13), (10, 18), (11, 32)], [(5, 55), (8, 57)], [(4, 55), (5, 54), (6, 61), (8, 57), (12, 59)], [(1, 52), (2, 55), (4, 63), (5, 62)], [(1, 62), (6, 55), (7, 52), (10, 61)], [(2, 59), (4, 60), (8, 60), (9, 50)], [(2, 62), (4, 52), (5, 56), (11, 55)]]",lstm_midis/lstm_song228.mid
229,229,"[[2, 5, 6, 11, 12], [1, 6, 7, 11], [5, 8], [4, 5, 6, 8, 12], [1, 2, 4, 5], [1, 6, 7, 10], [2, 4, 8, 9], [2, 4, 5, 11]]","[[9, 27, 9, 14, 10], [16, 15, 22, 24], [55, 57], [54, 53, 60, 57, 57], [52, 53, 61, 61], [61, 55, 50, 61], [58, 61, 60, 49], [61, 52, 55, 53]]","[[(2, 9), (5, 27), (6, 9), (11, 14), (12, 10)], [(1, 16), (6, 15), (7, 22), (11, 24)], [(5, 55), (8, 57)], [(4, 54), (5, 53), (6, 60), (8, 57), (12, 57)], [(1, 52), (2, 53), (4, 61), (5, 61)], [(1, 61), (6, 55), (7, 50), (10, 61)], [(2, 58), (4, 61), (8, 60), (9, 49)], [(2, 61), (4, 52), (5, 55), (11, 53)]]",lstm_midis/lstm_song229.mid
230,230,"[[2, 3, 5, 6, 8, 10, 11, 12], [1, 6, 7, 9, 10, 11], [5, 8], [4, 5, 6, 8, 12], [1, 2, 4, 5], [1, 6, 7, 10], [2, 4, 8, 9], [2, 4, 5, 11]]","[[56, 58, 66, 61, 57, 56, 62, 61], [58, 61, 62, 58, 59, 63], [57, 57], [56, 57, 62, 56, 59], [54, 57, 63, 62], [63, 56, 57, 61], [54, 57, 54, 45], [58, 49, 49, 45]]","[[(2, 56), (3, 58), (5, 66), (6, 61), (8, 57), (10, 56), (11, 62), (12, 61)], [(1, 58), (6, 61), (7, 62), (9, 58), (10, 59), (11, 63)], [(5, 57), (8, 57)], [(4, 56), (5, 57), (6, 62), (8, 56), (12, 59)], [(1, 54), (2, 57), (4, 63), (5, 62)], [(1, 63), (6, 56), (7, 57), (10, 61)], [(2, 54), (4, 57), (8, 54), (9, 45)], [(2, 58), (4, 49), (5, 49), (11, 45)]]",lstm_midis/lstm_song230.mid
231,231,"[[2, 3, 5, 6, 8, 10, 11, 12], [1, 6, 7, 9, 10, 11], [5, 8], [4, 5, 6, 8, 12], [1, 2, 4, 5], [1, 6, 7, 10], [2, 4, 8, 9], [2, 4, 5, 11]]","[[55, 50, 58, 54, 52, 53, 56, 54], [55, 55, 56, 51, 57, 58], [57, 58], [57, 57, 62, 57, 60], [55, 58, 65, 62], [63, 56, 58, 62], [56, 58, 57, 46], [59, 50, 53, 49]]","[[(2, 55), (3, 50), (5, 58), (6, 54), (8, 52), (10, 53), (11, 56), (12, 54)], [(1, 55), (6, 55), (7, 56), (9, 51), (10, 57), (11, 58)], [(5, 57), (8, 58)], [(4, 57), (5, 57), (6, 62), (8, 57), (12, 60)], [(1, 55), (2, 58), (4, 65), (5, 62)], [(1, 63), (6, 56), (7, 58), (10, 62)], [(2, 56), (4, 58), (8, 57), (9, 46)], [(2, 59), (4, 50), (5, 53), (11, 49)]]",lstm_midis/lstm_song231.mid
232,232,"[[2, 3, 5, 6, 8, 10, 11, 12], [1, 6, 7, 9, 10, 11], [5, 8], [4, 5, 6, 8, 12], [1, 2, 4, 5], [1, 6, 7, 10], [2, 4, 8, 9], [2, 4, 5, 11]]","[[74, 79, 75, 80, 73, 75, 75, 80], [75, 80, 74, 78, 81, 71], [57, 58], [58, 58, 63, 57, 61], [56, 59, 65, 61], [63, 56, 60, 62], [55, 57, 56, 44], [58, 50, 51, 46]]","[[(2, 74), (3, 79), (5, 75), (6, 80), (8, 73), (10, 75), (11, 75), (12, 80)], [(1, 75), (6, 80), (7, 74), (9, 78), (10, 81), (11, 71)], [(5, 57), (8, 58)], [(4, 58), (5, 58), (6, 63), (8, 57), (12, 61)], [(1, 56), (2, 59), (4, 65), (5, 61)], [(1, 63), (6, 56), (7, 60), (10, 62)], [(2, 55), (4, 57), (8, 56), (9, 44)], [(2, 58), (4, 50), (5, 51), (11, 46)]]",lstm_midis/lstm_song232.mid
233,233,"[[2, 3, 5, 6, 8, 10, 11, 12], [1, 6, 7, 9, 10, 11], [5, 8], [4, 5, 6, 8, 12], [1, 2, 4, 5], [1, 6, 7, 10], [2, 4, 8, 9], [2, 4, 5, 11]]","[[64, 62, 65, 66, 63, 66, 64, 66], [65, 69, 66, 64, 71, 64], [57, 57], [57, 57, 62, 56, 60], [54, 58, 64, 61], [63, 56, 58, 62], [58, 60, 58, 48], [60, 53, 52, 48]]","[[(2, 64), (3, 62), (5, 65), (6, 66), (8, 63), (10, 66), (11, 64), (12, 66)], [(1, 65), (6, 69), (7, 66), (9, 64), (10, 71), (11, 64)], [(5, 57), (8, 57)], [(4, 57), (5, 57), (6, 62), (8, 56), (12, 60)], [(1, 54), (2, 58), (4, 64), (5, 61)], [(1, 63), (6, 56), (7, 58), (10, 62)], [(2, 58), (4, 60), (8, 58), (9, 48)], [(2, 60), (4, 53), (5, 52), (11, 48)]]",lstm_midis/lstm_song233.mid
234,234,"[[2, 3, 5, 6, 8, 10, 11, 12], [1, 6, 7, 9, 10, 11], [5, 8], [4, 5, 6, 8, 12], [1, 2, 4, 5], [1, 6, 7, 10], [2, 4, 8, 9], [2, 4, 5, 11]]","[[63, 63, 68, 68, 63, 65, 65, 66], [65, 67, 66, 64, 70, 64], [56, 57], [56, 56, 61, 56, 59], [54, 57, 63, 61], [62, 55, 57, 60], [56, 60, 56, 47], [60, 51, 51, 47]]","[[(2, 63), (3, 63), (5, 68), (6, 68), (8, 63), (10, 65), (11, 65), (12, 66)], [(1, 65), (6, 67), (7, 66), (9, 64), (10, 70), (11, 64)], [(5, 56), (8, 57)], [(4, 56), (5, 56), (6, 61), (8, 56), (12, 59)], [(1, 54), (2, 57), (4, 63), (5, 61)], [(1, 62), (6, 55), (7, 57), (10, 60)], [(2, 56), (4, 60), (8, 56), (9, 47)], [(2, 60), (4, 51), (5, 51), (11, 47)]]",lstm_midis/lstm_song234.mid
235,235,"[[2, 3, 5, 6, 8, 10, 11, 12], [1, 6, 7, 9, 10, 11], [5, 8], [4, 5, 6, 8, 12], [1, 2, 4, 5], [1, 6, 7, 10], [2, 4, 8, 9], [2, 4, 5, 11]]","[[74, 72, 74, 73, 75, 72, 78, 75], [71, 75, 72, 75, 78, 77], [57, 57], [58, 57, 62, 56, 60], [55, 58, 64, 62], [63, 56, 59, 61], [56, 58, 55, 47], [58, 50, 50, 45]]","[[(2, 74), (3, 72), (5, 74), (6, 73), (8, 75), (10, 72), (11, 78), (12, 75)], [(1, 71), (6, 75), (7, 72), (9, 75), (10, 78), (11, 77)], [(5, 57), (8, 57)], [(4, 58), (5, 57), (6, 62), (8, 56), (12, 60)], [(1, 55), (2, 58), (4, 64), (5, 62)], [(1, 63), (6, 56), (7, 59), (10, 61)], [(2, 56), (4, 58), (8, 55), (9, 47)], [(2, 58), (4, 50), (5, 50), (11, 45)]]",lstm_midis/lstm_song235.mid
236,236,"[[2, 3, 5, 6, 8, 10, 11, 12], [1, 6, 7, 9, 10, 11], [5, 8], [4, 5, 6, 8, 12], [1, 2, 4, 5], [1, 6, 7, 10], [2, 4, 8, 9], [2, 4, 5, 11]]","[[68, 67, 71, 70, 67, 67, 71, 71], [67, 70, 68, 69, 72, 70], [58, 57], [58, 58, 62, 57, 60], [55, 58, 64, 62], [63, 56, 59, 62], [57, 60, 57, 49], [60, 52, 52, 48]]","[[(2, 68), (3, 67), (5, 71), (6, 70), (8, 67), (10, 67), (11, 71), (12, 71)], [(1, 67), (6, 70), (7, 68), (9, 69), (10, 72), (11, 70)], [(5, 58), (8, 57)], [(4, 58), (5, 58), (6, 62), (8, 57), (12, 60)], [(1, 55), (2, 58), (4, 64), (5, 62)], [(1, 63), (6, 56), (7, 59), (10, 62)], [(2, 57), (4, 60), (8, 57), (9, 49)], [(2, 60), (4, 52), (5, 52), (11, 48)]]",lstm_midis/lstm_song236.mid
237,237,"[[2, 3, 5, 6, 8, 10, 11, 12], [1, 6, 7, 9, 10, 11], [5, 8], [4, 5, 6, 8, 12], [1, 2, 4, 5], [1, 6, 7, 10], [2, 4, 8, 9], [2, 4, 5, 11]]","[[50, 53, 60, 56, 54, 56, 57, 54], [58, 58, 60, 51, 60, 55], [55, 57], [54, 54, 61, 55, 57], [52, 55, 62, 62], [61, 55, 54, 60], [58, 60, 59, 46], [61, 51, 55, 50]]","[[(2, 50), (3, 53), (5, 60), (6, 56), (8, 54), (10, 56), (11, 57), (12, 54)], [(1, 58), (6, 58), (7, 60), (9, 51), (10, 60), (11, 55)], [(5, 55), (8, 57)], [(4, 54), (5, 54), (6, 61), (8, 55), (12, 57)], [(1, 52), (2, 55), (4, 62), (5, 62)], [(1, 61), (6, 55), (7, 54), (10, 60)], [(2, 58), (4, 60), (8, 59), (9, 46)], [(2, 61), (4, 51), (5, 55), (11, 50)]]",lstm_midis/lstm_song237.mid
238,238,"[[2, 3, 5, 6, 8, 10, 11, 12], [1, 6, 7, 9, 10, 11], [5, 8], [4, 5, 6, 8, 12], [1, 2, 4, 5], [1, 6, 7, 10], [2, 4, 8, 9], [2, 4, 5, 11]]","[[21, 9, 32, 16, 15, 15, 21, 14], [24, 23, 30, 12, 17, 32], [55, 57], [54, 54, 60, 57, 58], [52, 55, 62, 62], [61, 55, 52, 61], [56, 59, 58, 45], [58, 50, 54, 49]]","[[(2, 21), (3, 9), (5, 32), (6, 16), (8, 15), (10, 15), (11, 21), (12, 14)], [(1, 24), (6, 23), (7, 30), (9, 12), (10, 17), (11, 32)], [(5, 55), (8, 57)], [(4, 54), (5, 54), (6, 60), (8, 57), (12, 58)], [(1, 52), (2, 55), (4, 62), (5, 62)], [(1, 61), (6, 55), (7, 52), (10, 61)], [(2, 56), (4, 59), (8, 58), (9, 45)], [(2, 58), (4, 50), (5, 54), (11, 49)]]",lstm_midis/lstm_song238.mid
239,239,"[[5], [1, 6, 7, 11], [5, 8], [4, 5, 6, 8, 12], [1, 2, 4, 5], [1, 6, 7, 10], [2, 4, 8, 9], [2, 4, 5, 11]]","[[20], [9, 10, 22, 18], [51, 57], [50, 49, 58, 54, 53], [49, 48, 59, 61], [58, 55, 46, 57], [57, 61, 60, 48], [60, 52, 55, 51]]","[[(5, 20)], [(1, 9), (6, 10), (7, 22), (11, 18)], [(5, 51), (8, 57)], [(4, 50), (5, 49), (6, 58), (8, 54), (12, 53)], [(1, 49), (2, 48), (4, 59), (5, 61)], [(1, 58), (6, 55), (7, 46), (10, 57)], [(2, 57), (4, 61), (8, 60), (9, 48)], [(2, 60), (4, 52), (5, 55), (11, 51)]]",lstm_midis/lstm_song239.mid
240,240,"[[2, 3, 5, 6, 8, 10, 11, 12], [1, 6, 7, 9, 10, 11], [5, 8], [4, 5, 6, 8, 12], [1, 2, 4, 5], [1, 6, 7, 10], [2, 4, 8, 9], [2, 4, 5, 11]]","[[60, 61, 64, 63, 60, 63, 62, 63], [61, 66, 65, 62, 67, 62], [57, 58], [58, 58, 63, 57, 61], [55, 59, 65, 62], [64, 56, 59, 62], [58, 61, 59, 49], [61, 53, 54, 50]]","[[(2, 60), (3, 61), (5, 64), (6, 63), (8, 60), (10, 63), (11, 62), (12, 63)], [(1, 61), (6, 66), (7, 65), (9, 62), (10, 67), (11, 62)], [(5, 57), (8, 58)], [(4, 58), (5, 58), (6, 63), (8, 57), (12, 61)], [(1, 55), (2, 59), (4, 65), (5, 62)], [(1, 64), (6, 56), (7, 59), (10, 62)], [(2, 58), (4, 61), (8, 59), (9, 49)], [(2, 61), (4, 53), (5, 54), (11, 50)]]",lstm_midis/lstm_song240.mid
241,241,"[[2, 3, 5, 6, 8, 10, 11, 12], [1, 6, 7, 9, 10, 11], [5, 8], [4, 5, 6, 8, 12], [1, 2, 4, 5], [1, 6, 7, 10], [2, 4, 8, 9], [2, 4, 5, 11]]","[[45, 47, 55, 50, 41, 45, 47, 49], [48, 51, 53, 46, 48, 51], [56, 57], [56, 56, 61, 56, 59], [54, 57, 64, 61], [62, 55, 56, 61], [55, 58, 56, 43], [58, 49, 54, 47]]","[[(2, 45), (3, 47), (5, 55), (6, 50), (8, 41), (10, 45), (11, 47), (12, 49)], [(1, 48), (6, 51), (7, 53), (9, 46), (10, 48), (11, 51)], [(5, 56), (8, 57)], [(4, 56), (5, 56), (6, 61), (8, 56), (12, 59)], [(1, 54), (2, 57), (4, 64), (5, 61)], [(1, 62), (6, 55), (7, 56), (10, 61)], [(2, 55), (4, 58), (8, 56), (9, 43)], [(2, 58), (4, 49), (5, 54), (11, 47)]]",lstm_midis/lstm_song241.mid
242,242,"[[2, 3, 5, 6, 8, 10, 11, 12], [1, 6, 7, 9, 10, 11], [5, 8], [4, 5, 6, 8, 12], [1, 2, 4, 5], [1, 6, 7, 10], [2, 4, 8, 9], [2, 4, 5, 11]]","[[65, 61, 69, 66, 68, 66, 70, 66], [65, 67, 65, 65, 71, 68], [58, 57], [58, 58, 62, 57, 60], [55, 59, 65, 61], [64, 56, 59, 61], [53, 56, 54, 43], [56, 47, 49, 43]]","[[(2, 65), (3, 61), (5, 69), (6, 66), (8, 68), (10, 66), (11, 70), (12, 66)], [(1, 65), (6, 67), (7, 65), (9, 65), (10, 71), (11, 68)], [(5, 58), (8, 57)], [(4, 58), (5, 58), (6, 62), (8, 57), (12, 60)], [(1, 55), (2, 59), (4, 65), (5, 61)], [(1, 64), (6, 56), (7, 59), (10, 61)], [(2, 53), (4, 56), (8, 54), (9, 43)], [(2, 56), (4, 47), (5, 49), (11, 43)]]",lstm_midis/lstm_song242.mid
243,243,"[[2, 3, 5, 6, 8, 10, 11, 12], [1, 6, 7, 9, 10, 11], [5, 8], [4, 5, 6, 8, 12], [1, 2, 4, 5], [1, 6, 7, 10], [2, 4, 8, 9], [2, 4, 5, 11]]","[[67, 64, 68, 68, 64, 66, 68, 68], [65, 69, 68, 65, 71, 67], [57, 57], [57, 57, 62, 57, 60], [55, 58, 64, 61], [63, 55, 59, 61], [55, 58, 55, 45], [59, 50, 51, 46]]","[[(2, 67), (3, 64), (5, 68), (6, 68), (8, 64), (10, 66), (11, 68), (12, 68)], [(1, 65), (6, 69), (7, 68), (9, 65), (10, 71), (11, 67)], [(5, 57), (8, 57)], [(4, 57), (5, 57), (6, 62), (8, 57), (12, 60)], [(1, 55), (2, 58), (4, 64), (5, 61)], [(1, 63), (6, 55), (7, 59), (10, 61)], [(2, 55), (4, 58), (8, 55), (9, 45)], [(2, 59), (4, 50), (5, 51), (11, 46)]]",lstm_midis/lstm_song243.mid
244,244,"[[2, 3, 5, 6, 8, 10, 11, 12], [1, 6, 7, 9, 10, 11], [5, 8], [4, 5, 6, 8, 12], [1, 2, 4, 5], [1, 6, 7, 10], [2, 4, 8, 9], [2, 4, 5, 11]]","[[31, 28, 43, 35, 25, 29, 30, 33], [33, 38, 43, 27, 31, 39], [55, 57], [55, 54, 61, 56, 59], [52, 55, 63, 62], [62, 55, 54, 61], [59, 61, 60, 51], [61, 54, 55, 52]]","[[(2, 31), (3, 28), (5, 43), (6, 35), (8, 25), (10, 29), (11, 30), (12, 33)], [(1, 33), (6, 38), (7, 43), (9, 27), (10, 31), (11, 39)], [(5, 55), (8, 57)], [(4, 55), (5, 54), (6, 61), (8, 56), (12, 59)], [(1, 52), (2, 55), (4, 63), (5, 62)], [(1, 62), (6, 55), (7, 54), (10, 61)], [(2, 59), (4, 61), (8, 60), (9, 51)], [(2, 61), (4, 54), (5, 55), (11, 52)]]",lstm_midis/lstm_song244.mid
245,245,"[[2, 3, 5, 6, 8, 10, 11, 12], [1, 6, 7, 9, 10, 11], [5, 8], [4, 5, 6, 8, 12], [1, 2, 4, 5], [1, 6, 7, 10], [2, 4, 8, 9], [2, 4, 5, 11]]","[[47, 46, 52, 49, 43, 47, 46, 49], [48, 51, 53, 47, 50, 49], [56, 57], [56, 56, 61, 57, 59], [54, 57, 63, 62], [62, 56, 56, 61], [55, 57, 56, 44], [58, 49, 51, 46]]","[[(2, 47), (3, 46), (5, 52), (6, 49), (8, 43), (10, 47), (11, 46), (12, 49)], [(1, 48), (6, 51), (7, 53), (9, 47), (10, 50), (11, 49)], [(5, 56), (8, 57)], [(4, 56), (5, 56), (6, 61), (8, 57), (12, 59)], [(1, 54), (2, 57), (4, 63), (5, 62)], [(1, 62), (6, 56), (7, 56), (10, 61)], [(2, 55), (4, 57), (8, 56), (9, 44)], [(2, 58), (4, 49), (5, 51), (11, 46)]]",lstm_midis/lstm_song245.mid
246,246,"[[2, 3, 5, 6, 8, 10, 11, 12], [1, 6, 7, 9, 10, 11], [5, 8], [4, 5, 6, 8, 12], [1, 2, 4, 5], [1, 6, 7, 10], [2, 4, 8, 9], [2, 4, 5, 11]]","[[38, 35, 49, 38, 34, 36, 41, 39], [41, 40, 45, 33, 39, 47], [57, 58], [57, 56, 62, 57, 60], [54, 57, 64, 62], [63, 56, 55, 62], [59, 62, 61, 50], [63, 54, 57, 53]]","[[(2, 38), (3, 35), (5, 49), (6, 38), (8, 34), (10, 36), (11, 41), (12, 39)], [(1, 41), (6, 40), (7, 45), (9, 33), (10, 39), (11, 47)], [(5, 57), (8, 58)], [(4, 57), (5, 56), (6, 62), (8, 57), (12, 60)], [(1, 54), (2, 57), (4, 64), (5, 62)], [(1, 63), (6, 56), (7, 55), (10, 62)], [(2, 59), (4, 62), (8, 61), (9, 50)], [(2, 63), (4, 54), (5, 57), (11, 53)]]",lstm_midis/lstm_song246.mid
247,247,"[[2, 3, 5, 6, 8, 10, 11, 12], [1, 6, 7, 9, 10, 11], [5, 8], [4, 5, 6, 8, 12], [1, 2, 4, 5], [1, 6, 7, 10], [2, 4, 8, 9], [2, 4, 5, 11]]","[[54, 51, 59, 54, 52, 51, 57, 55], [54, 55, 56, 51, 56, 60], [58, 58], [58, 58, 63, 57, 60], [55, 59, 65, 62], [64, 56, 58, 62], [56, 59, 57, 46], [60, 51, 53, 48]]","[[(2, 54), (3, 51), (5, 59), (6, 54), (8, 52), (10, 51), (11, 57), (12, 55)], [(1, 54), (6, 55), (7, 56), (9, 51), (10, 56), (11, 60)], [(5, 58), (8, 58)], [(4, 58), (5, 58), (6, 63), (8, 57), (12, 60)], [(1, 55), (2, 59), (4, 65), (5, 62)], [(1, 64), (6, 56), (7, 58), (10, 62)], [(2, 56), (4, 59), (8, 57), (9, 46)], [(2, 60), (4, 51), (5, 53), (11, 48)]]",lstm_midis/lstm_song247.mid
248,248,"[[2, 3, 5, 6, 8, 10, 11, 12], [1, 6, 7, 9, 10, 11], [5, 8], [4, 5, 6, 8, 12], [1, 2, 4, 5], [1, 6, 7, 10], [2, 4, 8, 9], [2, 4, 5, 11]]","[[60, 60, 62, 60, 58, 59, 62, 61], [61, 63, 61, 60, 61, 64], [57, 57], [57, 57, 62, 57, 60], [55, 58, 64, 61], [63, 55, 58, 62], [58, 60, 59, 50], [61, 52, 54, 51]]","[[(2, 60), (3, 60), (5, 62), (6, 60), (8, 58), (10, 59), (11, 62), (12, 61)], [(1, 61), (6, 63), (7, 61), (9, 60), (10, 61), (11, 64)], [(5, 57), (8, 57)], [(4, 57), (5, 57), (6, 62), (8, 57), (12, 60)], [(1, 55), (2, 58), (4, 64), (5, 61)], [(1, 63), (6, 55), (7, 58), (10, 62)], [(2, 58), (4, 60), (8, 59), (9, 50)], [(2, 61), (4, 52), (5, 54), (11, 51)]]",lstm_midis/lstm_song248.mid
249,249,"[[2, 3, 5, 6, 8, 10, 11, 12], [1, 6, 7, 9, 10, 11], [5, 8], [4, 5, 6, 8, 12], [1, 2, 4, 5], [1, 6, 7, 10], [2, 4, 8, 9], [2, 4, 5, 11]]","[[58, 52, 60, 55, 55, 53, 59, 56], [55, 56, 55, 56, 59, 61], [57, 57], [57, 57, 62, 57, 60], [55, 58, 64, 61], [63, 56, 58, 62], [57, 59, 57, 49], [60, 51, 52, 49]]","[[(2, 58), (3, 52), (5, 60), (6, 55), (8, 55), (10, 53), (11, 59), (12, 56)], [(1, 55), (6, 56), (7, 55), (9, 56), (10, 59), (11, 61)], [(5, 57), (8, 57)], [(4, 57), (5, 57), (6, 62), (8, 57), (12, 60)], [(1, 55), (2, 58), (4, 64), (5, 61)], [(1, 63), (6, 56), (7, 58), (10, 62)], [(2, 57), (4, 59), (8, 57), (9, 49)], [(2, 60), (4, 51), (5, 52), (11, 49)]]",lstm_midis/lstm_song249.mid
250,250,"[[2, 3, 5, 6, 8, 10, 11, 12], [1, 6, 7, 9, 10, 11], [5, 8], [4, 5, 6, 8, 12], [1, 2, 4, 5], [1, 6, 7, 10], [2, 4, 8, 9], [2, 4, 5, 11]]","[[58, 52, 61, 59, 57, 61, 61, 57], [60, 61, 62, 54, 64, 63], [57, 57], [56, 57, 62, 56, 59], [54, 57, 63, 62], [63, 56, 57, 61], [54, 56, 54, 45], [58, 49, 49, 44]]","[[(2, 58), (3, 52), (5, 61), (6, 59), (8, 57), (10, 61), (11, 61), (12, 57)], [(1, 60), (6, 61), (7, 62), (9, 54), (10, 64), (11, 63)], [(5, 57), (8, 57)], [(4, 56), (5, 57), (6, 62), (8, 56), (12, 59)], [(1, 54), (2, 57), (4, 63), (5, 62)], [(1, 63), (6, 56), (7, 57), (10, 61)], [(2, 54), (4, 56), (8, 54), (9, 45)], [(2, 58), (4, 49), (5, 49), (11, 44)]]",lstm_midis/lstm_song250.mid
251,251,"[[2, 3, 5, 6, 8, 10, 11, 12], [1, 6, 7, 9, 10, 11], [5, 8], [4, 5, 6, 8, 12], [1, 2, 4, 5], [1, 6, 7, 10], [2, 4, 8, 9], [2, 4, 5, 11]]","[[40, 35, 48, 43, 38, 41, 41, 39], [45, 46, 48, 34, 44, 46], [57, 58], [57, 56, 62, 57, 60], [54, 57, 64, 62], [63, 56, 56, 62], [56, 58, 58, 46], [59, 50, 54, 50]]","[[(2, 40), (3, 35), (5, 48), (6, 43), (8, 38), (10, 41), (11, 41), (12, 39)], [(1, 45), (6, 46), (7, 48), (9, 34), (10, 44), (11, 46)], [(5, 57), (8, 58)], [(4, 57), (5, 56), (6, 62), (8, 57), (12, 60)], [(1, 54), (2, 57), (4, 64), (5, 62)], [(1, 63), (6, 56), (7, 56), (10, 62)], [(2, 56), (4, 58), (8, 58), (9, 46)], [(2, 59), (4, 50), (5, 54), (11, 50)]]",lstm_midis/lstm_song251.mid
252,252,"[[2, 3, 5, 6, 8, 10, 11, 12], [1, 6, 7, 9, 10, 11], [5, 8], [4, 5, 6, 8, 12], [1, 2, 4, 5], [1, 6, 7, 10], [2, 4, 8, 9], [2, 4, 5, 11]]","[[49, 45, 56, 51, 46, 51, 51, 49], [51, 54, 56, 47, 54, 55], [57, 58], [57, 57, 62, 57, 60], [55, 58, 65, 62], [63, 56, 57, 62], [56, 58, 57, 44], [58, 50, 53, 48]]","[[(2, 49), (3, 45), (5, 56), (6, 51), (8, 46), (10, 51), (11, 51), (12, 49)], [(1, 51), (6, 54), (7, 56), (9, 47), (10, 54), (11, 55)], [(5, 57), (8, 58)], [(4, 57), (5, 57), (6, 62), (8, 57), (12, 60)], [(1, 55), (2, 58), (4, 65), (5, 62)], [(1, 63), (6, 56), (7, 57), (10, 62)], [(2, 56), (4, 58), (8, 57), (9, 44)], [(2, 58), (4, 50), (5, 53), (11, 48)]]",lstm_midis/lstm_song252.mid
253,253,"[[2, 3, 5, 6, 8, 10, 11, 12], [1, 6, 7, 9, 10, 11], [5, 8], [4, 5, 6, 8, 12], [1, 2, 4, 5], [1, 6, 7, 10], [2, 4, 8, 9], [2, 4, 5, 11]]","[[43, 44, 50, 47, 39, 43, 43, 46], [45, 48, 50, 46, 46, 47], [57, 57], [56, 56, 62, 57, 59], [53, 57, 64, 62], [63, 56, 56, 62], [58, 61, 59, 48], [61, 53, 54, 50]]","[[(2, 43), (3, 44), (5, 50), (6, 47), (8, 39), (10, 43), (11, 43), (12, 46)], [(1, 45), (6, 48), (7, 50), (9, 46), (10, 46), (11, 47)], [(5, 57), (8, 57)], [(4, 56), (5, 56), (6, 62), (8, 57), (12, 59)], [(1, 53), (2, 57), (4, 64), (5, 62)], [(1, 63), (6, 56), (7, 56), (10, 62)], [(2, 58), (4, 61), (8, 59), (9, 48)], [(2, 61), (4, 53), (5, 54), (11, 50)]]",lstm_midis/lstm_song253.mid
