,beat,pitch,beat_pitch,midi
461,"[[1, 2, 3, 4, 5, 7, 8, 9], [1, 3, 4, 5, 7, 8, 9, 11], [1, 3, 4, 5, 7, 9, 11, 12], [1, 2, 3, 4, 5, 7, 8, 9, 11, 12], [1, 3, 4, 5, 7, 8, 9, 11], [1, 2, 3, 4, 5, 7, 8, 9], [1, 2, 3, 4, 5, 6, 7, 8, 9], [1, 3, 4, 5, 7, 8, 9]]","[[79, 77, 81, 79, 81, 81, 79, 74], [79, 76, 79, 75, 76, 77, 75, 74], [79, 82, 79, 78, 76, 72, 72, 69], [79, 82, 81, 77, 74, 77, 79, 81, 77, 81], [79, 79, 78, 79, 78, 80, 80, 79], [79, 77, 79, 76, 81, 80, 78, 79], [79, 78, 79, 80, 81, 79, 78, 76, 78], [79, 79, 81, 79, 78, 80, 79]]","[[(1, 79), (2, 77), (3, 81), (4, 79), (5, 81), (7, 81), (8, 79), (9, 74)], [(1, 79), (3, 76), (4, 79), (5, 75), (7, 76), (8, 77), (9, 75), (11, 74)], [(1, 79), (3, 82), (4, 79), (5, 78), (7, 76), (9, 72), (11, 72), (12, 69)], [(1, 79), (2, 82), (3, 81), (4, 77), (5, 74), (7, 77), (8, 79), (9, 81), (11, 77), (12, 81)], [(1, 79), (3, 79), (4, 78), (5, 79), (7, 78), (8, 80), (9, 80), (11, 79)], [(1, 79), (2, 77), (3, 79), (4, 76), (5, 81), (7, 80), (8, 78), (9, 79)], [(1, 79), (2, 78), (3, 79), (4, 80), (5, 81), (6, 79), (7, 78), (8, 76), (9, 78)], [(1, 79), (3, 79), (4, 81), (5, 79), (7, 78), (8, 80), (9, 79)]]",<music21.stream.Stream 0x1a349de36d0>
462,"[[1, 3, 5, 7, 8, 9, 11], [1, 2, 3, 5, 6, 7, 8, 9, 11], [1, 3, 5, 7, 8, 9, 11], [1, 3, 5, 7, 8, 9], [1, 2, 3, 5, 7, 8, 9, 10], [1, 2, 3, 4, 5, 7, 8, 9], [1, 3, 4, 5, 7, 9], [1, 3, 4, 5, 6, 7, 9]]","[[55, 71, 71, 69, 67, 69, 69], [55, 57, 59, 57, 64, 66, 64, 62, 71], [55, 71, 69, 73, 76, 81, 77], [55, 72, 65, 64, 66, 69], [55, 57, 59, 60, 62, 64, 61, 64], [55, 59, 60, 58, 60, 62, 66, 62], [55, 71, 73, 71, 74, 74], [55, 71, 69, 78, 79, 77, 82]]","[[(1, 55), (3, 71), (5, 71), (7, 69), (8, 67), (9, 69), (11, 69)], [(1, 55), (2, 57), (3, 59), (5, 57), (6, 64), (7, 66), (8, 64), (9, 62), (11, 71)], [(1, 55), (3, 71), (5, 69), (7, 73), (8, 76), (9, 81), (11, 77)], [(1, 55), (3, 72), (5, 65), (7, 64), (8, 66), (9, 69)], [(1, 55), (2, 57), (3, 59), (5, 60), (7, 62), (8, 64), (9, 61), (10, 64)], [(1, 55), (2, 59), (3, 60), (4, 58), (5, 60), (7, 62), (8, 66), (9, 62)], [(1, 55), (3, 71), (4, 73), (5, 71), (7, 74), (9, 74)], [(1, 55), (3, 71), (4, 69), (5, 78), (6, 79), (7, 77), (9, 82)]]",<music21.stream.Stream 0x1a349e6ecd0>
463,"[[1, 2, 3, 4, 5, 7, 9, 10, 11, 12], [1, 3, 5, 6, 7, 9, 10, 11, 12], [1, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12], [1, 2, 3, 4, 5, 7, 8, 9, 11, 12], [1, 3, 4, 5, 7, 8, 9, 11, 12], [1, 3, 4, 5, 7, 8, 9], [1, 2, 3, 4, 5, 7, 8, 9, 12], [1, 2, 3, 4, 5, 7, 8, 9, 11, 12]]","[[73, 71, 69, 72, 74, 74, 76, 74, 78, 81], [73, 71, 69, 70, 69, 69, 70, 69, 73], [73, 74, 73, 74, 73, 76, 78, 76, 74, 76, 78], [73, 74, 72, 71, 69, 74, 71, 72, 67, 70], [73, 71, 74, 72, 71, 74, 76, 74, 75], [73, 71, 73, 73, 71, 74, 73], [73, 71, 69, 71, 72, 71, 67, 69, 71], [73, 71, 69, 65, 64, 65, 69, 70, 69, 67]]","[[(1, 73), (2, 71), (3, 69), (4, 72), (5, 74), (7, 74), (9, 76), (10, 74), (11, 78), (12, 81)], [(1, 73), (3, 71), (5, 69), (6, 70), (7, 69), (9, 69), (10, 70), (11, 69), (12, 73)], [(1, 73), (3, 74), (4, 73), (5, 74), (6, 73), (7, 76), (8, 78), (9, 76), (10, 74), (11, 76), (12, 78)], [(1, 73), (2, 74), (3, 72), (4, 71), (5, 69), (7, 74), (8, 71), (9, 72), (11, 67), (12, 70)], [(1, 73), (3, 71), (4, 74), (5, 72), (7, 71), (8, 74), (9, 76), (11, 74), (12, 75)], [(1, 73), (3, 71), (4, 73), (5, 73), (7, 71), (8, 74), (9, 73)], [(1, 73), (2, 71), (3, 69), (4, 71), (5, 72), (7, 71), (8, 67), (9, 69), (12, 71)], [(1, 73), (2, 71), (3, 69), (4, 65), (5, 64), (7, 65), (8, 69), (9, 70), (11, 69), (12, 67)]]",<music21.stream.Stream 0x1a349e18160>
464,"[[1, 3, 4, 5, 6, 7, 8, 9, 11, 12], [1, 3, 4, 5, 6, 7, 8, 9, 11], [1, 3, 4, 5, 7, 9, 11], [1, 3, 5, 7, 8, 9, 11], [1, 5, 7, 8, 9, 11], [1, 4, 5, 6, 7, 8, 9, 11], [1, 3, 4, 5, 6, 7, 8, 9, 11, 12], [1, 2, 3, 4, 5, 7, 8, 9, 10, 11, 12]]","[[76, 73, 71, 74, 76, 77, 76, 74, 76, 72], [76, 76, 78, 81, 80, 78, 76, 77, 81], [76, 76, 73, 74, 79, 81, 76], [76, 74, 72, 71, 72, 69, 69], [76, 74, 72, 69, 67, 64], [76, 77, 81, 77, 81, 78, 79, 81], [76, 77, 81, 77, 76, 77, 76, 79, 81, 79], [76, 77, 79, 79, 83, 79, 76, 77, 76, 77, 76]]","[[(1, 76), (3, 73), (4, 71), (5, 74), (6, 76), (7, 77), (8, 76), (9, 74), (11, 76), (12, 72)], [(1, 76), (3, 76), (4, 78), (5, 81), (6, 80), (7, 78), (8, 76), (9, 77), (11, 81)], [(1, 76), (3, 76), (4, 73), (5, 74), (7, 79), (9, 81), (11, 76)], [(1, 76), (3, 74), (5, 72), (7, 71), (8, 72), (9, 69), (11, 69)], [(1, 76), (5, 74), (7, 72), (8, 69), (9, 67), (11, 64)], [(1, 76), (4, 77), (5, 81), (6, 77), (7, 81), (8, 78), (9, 79), (11, 81)], [(1, 76), (3, 77), (4, 81), (5, 77), (6, 76), (7, 77), (8, 76), (9, 79), (11, 81), (12, 79)], [(1, 76), (2, 77), (3, 79), (4, 79), (5, 83), (7, 79), (8, 76), (9, 77), (10, 76), (11, 77), (12, 76)]]",<music21.stream.Stream 0x1a349ece640>
465,"[[1, 2, 3, 4, 5, 7, 8, 9, 11, 12], [1, 2, 3, 4, 5, 7, 9, 11], [1, 3, 4, 5, 7, 8, 9, 11], [1, 3, 5, 7, 8, 9, 11], [1, 3, 4, 5, 7, 8, 9, 11, 12], [1, 3, 4, 5, 6, 7, 8, 9, 11], [1, 3, 4, 5, 7, 8, 9], [1, 2, 3, 4, 5, 7, 8, 9]]","[[74, 76, 74, 72, 77, 79, 76, 76, 76, 81], [74, 70, 72, 71, 72, 69, 69, 71], [74, 74, 78, 79, 77, 74, 72, 67], [74, 79, 81, 77, 79, 81, 77], [74, 75, 76, 64, 64, 65, 67, 67, 71], [74, 76, 72, 82, 81, 79, 76, 74, 73], [74, 72, 70, 74, 71, 74, 76], [74, 76, 73, 71, 72, 70, 72, 71]]","[[(1, 74), (2, 76), (3, 74), (4, 72), (5, 77), (7, 79), (8, 76), (9, 76), (11, 76), (12, 81)], [(1, 74), (2, 70), (3, 72), (4, 71), (5, 72), (7, 69), (9, 69), (11, 71)], [(1, 74), (3, 74), (4, 78), (5, 79), (7, 77), (8, 74), (9, 72), (11, 67)], [(1, 74), (3, 79), (5, 81), (7, 77), (8, 79), (9, 81), (11, 77)], [(1, 74), (3, 75), (4, 76), (5, 64), (7, 64), (8, 65), (9, 67), (11, 67), (12, 71)], [(1, 74), (3, 76), (4, 72), (5, 82), (6, 81), (7, 79), (8, 76), (9, 74), (11, 73)], [(1, 74), (3, 72), (4, 70), (5, 74), (7, 71), (8, 74), (9, 76)], [(1, 74), (2, 76), (3, 73), (4, 71), (5, 72), (7, 70), (8, 72), (9, 71)]]",<music21.stream.Stream 0x1a347455370>
466,"[[1, 4, 5, 9, 11, 12], [1, 4, 5, 9, 12], [1, 4, 5, 9, 10, 11, 12], [1, 3, 4, 5, 9, 11, 12], [1, 3, 4, 5, 9, 10, 11], [1, 3, 4, 5, 9], [1, 3, 4, 5, 7, 8, 9], [1, 3, 4, 5, 7, 8, 9, 11]]","[[76, 77, 79, 78, 79, 83], [76, 77, 77, 65, 62], [76, 72, 74, 62, 61, 62, 59], [76, 71, 73, 74, 76, 74, 76], [76, 74, 73, 74, 74, 72, 71], [76, 76, 73, 74, 76], [76, 72, 65, 67, 67, 70, 72], [76, 74, 66, 66, 69, 70, 74, 76]]","[[(1, 76), (4, 77), (5, 79), (9, 78), (11, 79), (12, 83)], [(1, 76), (4, 77), (5, 77), (9, 65), (12, 62)], [(1, 76), (4, 72), (5, 74), (9, 62), (10, 61), (11, 62), (12, 59)], [(1, 76), (3, 71), (4, 73), (5, 74), (9, 76), (11, 74), (12, 76)], [(1, 76), (3, 74), (4, 73), (5, 74), (9, 74), (10, 72), (11, 71)], [(1, 76), (3, 76), (4, 73), (5, 74), (9, 76)], [(1, 76), (3, 72), (4, 65), (5, 67), (7, 67), (8, 70), (9, 72)], [(1, 76), (3, 74), (4, 66), (5, 66), (7, 69), (8, 70), (9, 74), (11, 76)]]",<music21.stream.Stream 0x1a349c365e0>
467,"[[1, 3, 4, 5, 7, 8, 9, 11], [1, 3, 4, 5, 6, 7, 8, 9], [1, 3, 4, 5, 7, 8, 9], [1, 2, 3, 4, 5, 7, 8, 9, 11], [1, 2, 3, 4, 5, 7, 8, 9], [1, 2, 3, 5, 7, 8, 9], [1, 2, 3, 5, 6, 7, 8, 9, 12], [1, 2, 3, 4, 5, 6, 7, 8, 9, 12]]","[[77, 74, 76, 76, 71, 73, 71, 67], [77, 76, 73, 74, 73, 76, 72, 70], [77, 77, 74, 77, 79, 77, 77], [77, 76, 74, 76, 71, 73, 76, 77, 81], [77, 79, 76, 77, 76, 76, 77, 79], [77, 76, 74, 72, 72, 69, 76], [77, 79, 77, 76, 72, 74, 78, 81, 78], [77, 76, 77, 76, 78, 74, 77, 79, 81, 79]]","[[(1, 77), (3, 74), (4, 76), (5, 76), (7, 71), (8, 73), (9, 71), (11, 67)], [(1, 77), (3, 76), (4, 73), (5, 74), (6, 73), (7, 76), (8, 72), (9, 70)], [(1, 77), (3, 77), (4, 74), (5, 77), (7, 79), (8, 77), (9, 77)], [(1, 77), (2, 76), (3, 74), (4, 76), (5, 71), (7, 73), (8, 76), (9, 77), (11, 81)], [(1, 77), (2, 79), (3, 76), (4, 77), (5, 76), (7, 76), (8, 77), (9, 79)], [(1, 77), (2, 76), (3, 74), (5, 72), (7, 72), (8, 69), (9, 76)], [(1, 77), (2, 79), (3, 77), (5, 76), (6, 72), (7, 74), (8, 78), (9, 81), (12, 78)], [(1, 77), (2, 76), (3, 77), (4, 76), (5, 78), (6, 74), (7, 77), (8, 79), (9, 81), (12, 79)]]",<music21.stream.Stream 0x1a3446edf40>
468,"[[1, 2, 3, 4, 5, 6, 7, 9], [1, 3, 4, 5, 6, 7, 8, 9], [1, 2, 3, 4, 5, 7, 8, 9], [1, 3, 4, 5, 7, 8, 9], [1, 2, 3, 4, 5, 7, 9], [1, 3, 4, 5, 7, 8, 9], [1, 3, 4, 5, 6, 7, 8, 9], [1, 3, 5, 6, 7, 9]]","[[74, 77, 76, 79, 78, 76, 74, 70], [74, 75, 79, 79, 77, 76, 79, 77], [74, 69, 67, 65, 60, 60, 57, 57], [74, 74, 70, 69, 71, 74, 72], [74, 72, 76, 79, 76, 73, 69], [74, 78, 81, 79, 79, 77, 77], [74, 74, 72, 74, 72, 69, 67, 72], [74, 74, 74, 72, 71, 67]]","[[(1, 74), (2, 77), (3, 76), (4, 79), (5, 78), (6, 76), (7, 74), (9, 70)], [(1, 74), (3, 75), (4, 79), (5, 79), (6, 77), (7, 76), (8, 79), (9, 77)], [(1, 74), (2, 69), (3, 67), (4, 65), (5, 60), (7, 60), (8, 57), (9, 57)], [(1, 74), (3, 74), (4, 70), (5, 69), (7, 71), (8, 74), (9, 72)], [(1, 74), (2, 72), (3, 76), (4, 79), (5, 76), (7, 73), (9, 69)], [(1, 74), (3, 78), (4, 81), (5, 79), (7, 79), (8, 77), (9, 77)], [(1, 74), (3, 74), (4, 72), (5, 74), (6, 72), (7, 69), (8, 67), (9, 72)], [(1, 74), (3, 74), (5, 74), (6, 72), (7, 71), (9, 67)]]",<music21.stream.Stream 0x1a349a77940>
469,"[[1, 3, 5, 9, 10, 11, 12], [1, 2, 3, 5, 9, 11, 12], [1, 3, 5, 7, 9, 11, 12], [1, 3, 5, 9, 11, 12], [1, 3, 4, 5, 9, 10, 11, 12], [1, 3, 4, 5, 9, 10, 11, 12], [1, 3, 4, 5, 7, 8, 9, 10, 11, 12], [1, 3, 4, 5, 8, 9, 10, 11]]","[[62, 74, 65, 67, 66, 69, 66], [62, 65, 67, 67, 79, 72, 74], [62, 70, 74, 74, 72, 71, 67], [62, 79, 81, 83, 83, 84], [62, 62, 64, 57, 81, 79, 81, 83], [62, 74, 70, 67, 55, 60, 64, 62], [62, 74, 78, 74, 71, 72, 74, 72, 74, 70], [62, 74, 76, 74, 77, 74, 76, 74]]","[[(1, 62), (3, 74), (5, 65), (9, 67), (10, 66), (11, 69), (12, 66)], [(1, 62), (2, 65), (3, 67), (5, 67), (9, 79), (11, 72), (12, 74)], [(1, 62), (3, 70), (5, 74), (7, 74), (9, 72), (11, 71), (12, 67)], [(1, 62), (3, 79), (5, 81), (9, 83), (11, 83), (12, 84)], [(1, 62), (3, 62), (4, 64), (5, 57), (9, 81), (10, 79), (11, 81), (12, 83)], [(1, 62), (3, 74), (4, 70), (5, 67), (9, 55), (10, 60), (11, 64), (12, 62)], [(1, 62), (3, 74), (4, 78), (5, 74), (7, 71), (8, 72), (9, 74), (10, 72), (11, 74), (12, 70)], [(1, 62), (3, 74), (4, 76), (5, 74), (8, 77), (9, 74), (10, 76), (11, 74)]]",<music21.stream.Stream 0x1a349810940>
470,"[[1, 3, 5, 6, 7, 8, 9, 11, 12], [1, 3, 5, 6, 7, 8, 9, 10, 11, 12], [1, 3, 5, 7, 9, 11, 12], [1, 3, 5, 7, 8, 9, 11], [1, 3, 4, 5, 7, 8, 9, 11, 12], [1, 3, 5, 7, 9, 11, 12], [1, 3, 5, 7, 8, 9, 12], [1, 3, 5, 7, 9]]","[[84, 82, 82, 72, 71, 72, 71, 69, 70], [84, 84, 72, 69, 66, 64, 65, 69, 70, 65], [84, 86, 83, 80, 80, 81, 79], [84, 84, 84, 82, 84, 83, 74], [84, 84, 81, 78, 81, 79, 81, 79, 81], [84, 79, 79, 81, 79, 76, 72], [84, 79, 79, 77, 74, 76, 78], [84, 86, 86, 86, 84]]","[[(1, 84), (3, 82), (5, 82), (6, 72), (7, 71), (8, 72), (9, 71), (11, 69), (12, 70)], [(1, 84), (3, 84), (5, 72), (6, 69), (7, 66), (8, 64), (9, 65), (10, 69), (11, 70), (12, 65)], [(1, 84), (3, 86), (5, 83), (7, 80), (9, 80), (11, 81), (12, 79)], [(1, 84), (3, 84), (5, 84), (7, 82), (8, 84), (9, 83), (11, 74)], [(1, 84), (3, 84), (4, 81), (5, 78), (7, 81), (8, 79), (9, 81), (11, 79), (12, 81)], [(1, 84), (3, 79), (5, 79), (7, 81), (9, 79), (11, 76), (12, 72)], [(1, 84), (3, 79), (5, 79), (7, 77), (8, 74), (9, 76), (12, 78)], [(1, 84), (3, 86), (5, 86), (7, 86), (9, 84)]]",<music21.stream.Stream 0x1a347694220>
471,"[[1, 5, 7, 8, 9], [1, 5, 7, 8, 9], [1, 3, 5, 7, 8, 9, 10], [1, 2, 3, 5, 7, 8, 9], [1, 2, 3, 4, 5, 7, 8, 9], [1, 3, 4, 5, 7, 9], [1, 3, 5, 7, 9], [1, 3, 5, 7, 9, 11]]","[[57, 62, 62, 67, 66], [57, 62, 64, 65, 69], [57, 58, 65, 69, 67, 65, 63], [57, 64, 66, 69, 72, 70, 79], [57, 61, 62, 64, 65, 69, 65, 62], [57, 72, 75, 77, 75, 74], [57, 60, 65, 81, 78], [57, 61, 64, 73, 73, 73]]","[[(1, 57), (5, 62), (7, 62), (8, 67), (9, 66)], [(1, 57), (5, 62), (7, 64), (8, 65), (9, 69)], [(1, 57), (3, 58), (5, 65), (7, 69), (8, 67), (9, 65), (10, 63)], [(1, 57), (2, 64), (3, 66), (5, 69), (7, 72), (8, 70), (9, 79)], [(1, 57), (2, 61), (3, 62), (4, 64), (5, 65), (7, 69), (8, 65), (9, 62)], [(1, 57), (3, 72), (4, 75), (5, 77), (7, 75), (9, 74)], [(1, 57), (3, 60), (5, 65), (7, 81), (9, 78)], [(1, 57), (3, 61), (5, 64), (7, 73), (9, 73), (11, 73)]]",<music21.stream.Stream 0x1a34955a2b0>
472,"[[1, 2, 3, 5, 7, 8, 9, 11, 12], [1, 3, 4, 5, 7, 8, 9, 11, 12], [1, 3, 4, 5, 7, 9, 11, 12], [1, 3, 4, 5, 9, 10, 11, 12], [1, 3, 4, 5, 7, 9, 11, 12], [1, 5, 7, 9, 11, 12], [1, 3, 5, 6, 7, 9, 11, 12], [1, 3, 4, 5, 6, 7, 9, 11]]","[[69, 74, 72, 72, 71, 73, 74, 73, 76], [69, 69, 66, 67, 69, 65, 69, 69, 67], [69, 66, 69, 64, 78, 79, 79, 80], [69, 68, 71, 72, 60, 58, 57, 55], [69, 66, 67, 69, 67, 67, 65, 64], [69, 69, 67, 66, 64, 61], [69, 70, 74, 71, 69, 66, 64, 62], [69, 74, 79, 77, 79, 77, 81, 79]]","[[(1, 69), (2, 74), (3, 72), (5, 72), (7, 71), (8, 73), (9, 74), (11, 73), (12, 76)], [(1, 69), (3, 69), (4, 66), (5, 67), (7, 69), (8, 65), (9, 69), (11, 69), (12, 67)], [(1, 69), (3, 66), (4, 69), (5, 64), (7, 78), (9, 79), (11, 79), (12, 80)], [(1, 69), (3, 68), (4, 71), (5, 72), (9, 60), (10, 58), (11, 57), (12, 55)], [(1, 69), (3, 66), (4, 67), (5, 69), (7, 67), (9, 67), (11, 65), (12, 64)], [(1, 69), (5, 69), (7, 67), (9, 66), (11, 64), (12, 61)], [(1, 69), (3, 70), (5, 74), (6, 71), (7, 69), (9, 66), (11, 64), (12, 62)], [(1, 69), (3, 74), (4, 79), (5, 77), (6, 79), (7, 77), (9, 81), (11, 79)]]",<music21.stream.Stream 0x1a347261fa0>
473,"[[1, 3, 4, 5, 6, 7, 9, 12], [1, 3, 4, 5, 7, 9], [1, 3, 4, 5, 7, 9], [1, 3, 4, 5, 9], [1, 3, 4, 5, 9, 12], [1, 3, 4, 5, 9], [1, 3, 4, 5, 7, 9, 11], [1, 3, 4, 5, 6, 7, 8, 9, 11]]","[[69, 78, 81, 79, 77, 79, 82, 84], [69, 69, 71, 71, 74, 74], [69, 71, 72, 74, 73, 69], [69, 81, 79, 76, 79], [69, 81, 76, 62, 64, 64], [69, 69, 67, 66, 62], [69, 73, 76, 62, 64, 64, 64], [69, 74, 73, 72, 69, 70, 72, 71, 69]]","[[(1, 69), (3, 78), (4, 81), (5, 79), (6, 77), (7, 79), (9, 82), (12, 84)], [(1, 69), (3, 69), (4, 71), (5, 71), (7, 74), (9, 74)], [(1, 69), (3, 71), (4, 72), (5, 74), (7, 73), (9, 69)], [(1, 69), (3, 81), (4, 79), (5, 76), (9, 79)], [(1, 69), (3, 81), (4, 76), (5, 62), (9, 64), (12, 64)], [(1, 69), (3, 69), (4, 67), (5, 66), (9, 62)], [(1, 69), (3, 73), (4, 76), (5, 62), (7, 64), (9, 64), (11, 64)], [(1, 69), (3, 74), (4, 73), (5, 72), (6, 69), (7, 70), (8, 72), (9, 71), (11, 69)]]",<music21.stream.Stream 0x1a3492fc490>
474,"[[1, 3, 4, 5, 6, 7, 8, 9, 11, 12], [1, 2, 3, 4, 5, 6, 7, 9, 11, 12], [1, 2, 3, 4, 5, 7, 9, 11], [1, 2, 3, 4, 5, 7, 8, 9, 11, 12], [1, 2, 3, 4, 5, 7, 8, 9, 10, 11], [1, 2, 3, 4, 5, 6, 7, 8, 9, 11], [1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12], [1, 2, 3, 4, 5, 7, 9, 11, 12]]","[[68, 69, 66, 64, 71, 69, 72, 79, 75, 74], [68, 69, 71, 73, 76, 74, 70, 67, 65, 69], [68, 69, 67, 66, 57, 72, 70, 68], [68, 69, 67, 72, 69, 65, 62, 60, 70, 74], [68, 69, 71, 74, 74, 77, 76, 79, 78, 76], [68, 72, 76, 77, 79, 76, 78, 80, 76, 72], [68, 69, 67, 69, 72, 74, 77, 80, 81, 79, 77, 76], [68, 69, 71, 73, 74, 76, 77, 72, 69]]","[[(1, 68), (3, 69), (4, 66), (5, 64), (6, 71), (7, 69), (8, 72), (9, 79), (11, 75), (12, 74)], [(1, 68), (2, 69), (3, 71), (4, 73), (5, 76), (6, 74), (7, 70), (9, 67), (11, 65), (12, 69)], [(1, 68), (2, 69), (3, 67), (4, 66), (5, 57), (7, 72), (9, 70), (11, 68)], [(1, 68), (2, 69), (3, 67), (4, 72), (5, 69), (7, 65), (8, 62), (9, 60), (11, 70), (12, 74)], [(1, 68), (2, 69), (3, 71), (4, 74), (5, 74), (7, 77), (8, 76), (9, 79), (10, 78), (11, 76)], [(1, 68), (2, 72), (3, 76), (4, 77), (5, 79), (6, 76), (7, 78), (8, 80), (9, 76), (11, 72)], [(1, 68), (2, 69), (3, 67), (4, 69), (5, 72), (6, 74), (7, 77), (8, 80), (9, 81), (10, 79), (11, 77), (12, 76)], [(1, 68), (2, 69), (3, 71), (4, 73), (5, 74), (7, 76), (9, 77), (11, 72), (12, 69)]]",<music21.stream.Stream 0x1a349509280>
475,"[[1, 4, 5, 9, 11, 12], [1, 3, 4, 5, 9, 10, 11, 12], [1, 3, 4, 5, 7, 9, 11, 12], [1, 2, 3, 4, 5, 7, 9, 11], [1, 2, 3, 4, 5, 9], [1, 3, 4, 5, 9, 11], [1, 3, 4, 5, 9, 10], [1, 3, 4, 5, 7, 9, 10, 11]]","[[77, 74, 72, 74, 77, 81], [77, 77, 81, 82, 79, 77, 76, 78], [77, 79, 81, 79, 74, 79, 79, 77], [77, 76, 77, 79, 78, 78, 76, 79], [77, 76, 77, 79, 77, 76], [77, 79, 76, 74, 62, 58], [77, 79, 82, 84, 75, 74], [77, 82, 84, 82, 81, 78, 81, 79]]","[[(1, 77), (4, 74), (5, 72), (9, 74), (11, 77), (12, 81)], [(1, 77), (3, 77), (4, 81), (5, 82), (9, 79), (10, 77), (11, 76), (12, 78)], [(1, 77), (3, 79), (4, 81), (5, 79), (7, 74), (9, 79), (11, 79), (12, 77)], [(1, 77), (2, 76), (3, 77), (4, 79), (5, 78), (7, 78), (9, 76), (11, 79)], [(1, 77), (2, 76), (3, 77), (4, 79), (5, 77), (9, 76)], [(1, 77), (3, 79), (4, 76), (5, 74), (9, 62), (11, 58)], [(1, 77), (3, 79), (4, 82), (5, 84), (9, 75), (10, 74)], [(1, 77), (3, 82), (4, 84), (5, 82), (7, 81), (9, 78), (10, 81), (11, 79)]]",<music21.stream.Stream 0x1a348e8c280>
476,"[[1, 3, 4, 5, 6, 7, 9], [1, 2, 3, 4, 5, 6, 7, 8, 9], [1, 3, 4, 5, 7, 8, 9], [1, 3, 4, 5, 6, 7, 8, 9], [1, 3, 4, 5, 7, 8, 9], [1, 3, 4, 5, 7, 8, 9], [1, 2, 3, 4, 5, 7, 8, 9, 11], [1, 2, 3, 4, 5, 7, 9, 11, 12]]","[[74, 77, 76, 74, 72, 74, 72], [74, 82, 81, 77, 74, 72, 70, 72, 71], [74, 73, 74, 71, 71, 81, 76], [74, 74, 73, 74, 71, 72, 69, 72], [74, 79, 78, 79, 79, 77, 74], [74, 78, 76, 78, 76, 78, 79], [74, 73, 69, 69, 72, 69, 70, 74, 74], [74, 77, 76, 81, 76, 74, 71, 69, 70]]","[[(1, 74), (3, 77), (4, 76), (5, 74), (6, 72), (7, 74), (9, 72)], [(1, 74), (2, 82), (3, 81), (4, 77), (5, 74), (6, 72), (7, 70), (8, 72), (9, 71)], [(1, 74), (3, 73), (4, 74), (5, 71), (7, 71), (8, 81), (9, 76)], [(1, 74), (3, 74), (4, 73), (5, 74), (6, 71), (7, 72), (8, 69), (9, 72)], [(1, 74), (3, 79), (4, 78), (5, 79), (7, 79), (8, 77), (9, 74)], [(1, 74), (3, 78), (4, 76), (5, 78), (7, 76), (8, 78), (9, 79)], [(1, 74), (2, 73), (3, 69), (4, 69), (5, 72), (7, 69), (8, 70), (9, 74), (11, 74)], [(1, 74), (2, 77), (3, 76), (4, 81), (5, 76), (7, 74), (9, 71), (11, 69), (12, 70)]]",<music21.stream.Stream 0x1a348e2e850>
477,"[[1, 3, 5, 7, 9, 11], [1, 2, 3, 5, 7, 8, 9, 11], [1, 2, 3, 5, 7, 9], [1, 2, 3, 4, 5, 7, 9], [1, 3, 4, 5, 7, 9], [1, 2, 3, 4, 5, 7, 9], [1, 3, 4, 5, 7, 8, 9], [1, 2, 3, 4, 5, 7, 8, 9]]","[[71, 71, 74, 76, 78, 81], [71, 74, 73, 71, 71, 69, 67, 71], [71, 72, 74, 74, 67, 67], [71, 72, 70, 69, 68, 69, 67], [71, 73, 74, 70, 69, 71], [71, 55, 71, 72, 72, 72, 69], [71, 72, 76, 81, 79, 77, 77], [71, 67, 69, 68, 69, 65, 67, 62]]","[[(1, 71), (3, 71), (5, 74), (7, 76), (9, 78), (11, 81)], [(1, 71), (2, 74), (3, 73), (5, 71), (7, 71), (8, 69), (9, 67), (11, 71)], [(1, 71), (2, 72), (3, 74), (5, 74), (7, 67), (9, 67)], [(1, 71), (2, 72), (3, 70), (4, 69), (5, 68), (7, 69), (9, 67)], [(1, 71), (3, 73), (4, 74), (5, 70), (7, 69), (9, 71)], [(1, 71), (2, 55), (3, 71), (4, 72), (5, 72), (7, 72), (9, 69)], [(1, 71), (3, 72), (4, 76), (5, 81), (7, 79), (8, 77), (9, 77)], [(1, 71), (2, 67), (3, 69), (4, 68), (5, 69), (7, 65), (8, 67), (9, 62)]]",<music21.stream.Stream 0x1a3496aefa0>
