,0,1,2,3,4,5,6,7
264,"[(2, 47.0), (3, 53.0), (5, 56.0), (6, 54.0), (8, 46.0), (10, 50.0), (11, 50.0), (12, 53.0)]","[(1, 53.0), (6, 55.0), (7, 55.0), (9, 51.0), (10, 55.0), (11, 50.0)]","[(5, 56.0), (8, 57.0)]","[(4, 56.0), (5, 56.0), (6, 62.0), (8, 56.0), (12, 59.0)]","[(1, 54.0), (2, 57.0), (4, 64.0), (5, 61.0)]","[(1, 62.0), (6, 55.0), (7, 57.0), (10, 61.0)]","[(2, 59.0), (4, 61.0), (8, 58.0), (9, 50.0)]","[(2, 60.0), (4, 53.0), (5, 53.0), (11, 50.0)]"
265,"[(2, 62.0), (3, 70.0), (5, 74.0), (6, 70.0), (8, 65.0), (10, 65.0), (11, 70.0), (12, 72.0)]","[(1, 65.0), (6, 70.0), (7, 68.0), (9, 67.0), (10, 68.0), (11, 69.0)]","[(5, 57.0), (8, 57.0)]","[(4, 57.0), (5, 57.0), (6, 62.0), (8, 57.0), (12, 60.0)]","[(1, 55.0), (2, 58.0), (4, 64.0), (5, 61.0)]","[(1, 63.0), (6, 55.0), (7, 59.0), (10, 61.0)]","[(2, 55.0), (4, 57.0), (8, 55.0), (9, 45.0)]","[(2, 58.0), (4, 49.0), (5, 50.0), (11, 45.0)]"
266,"[(2, 56.0), (3, 57.0), (5, 62.0), (6, 60.0), (8, 55.0), (10, 55.0), (11, 59.0), (12, 60.0)]","[(1, 56.0), (6, 59.0), (7, 59.0), (9, 58.0), (10, 60.0), (11, 59.0)]","[(5, 58.0), (8, 58.0)]","[(4, 58.0), (5, 57.0), (6, 62.0), (8, 57.0), (12, 60.0)]","[(1, 55.0), (2, 58.0), (4, 65.0), (5, 62.0)]","[(1, 63.0), (6, 56.0), (7, 58.0), (10, 62.0)]","[(2, 59.0), (4, 62.0), (8, 60.0), (9, 50.0)]","[(2, 62.0), (4, 53.0), (5, 55.0), (11, 52.0)]"
267,"[(2, 54.0), (3, 49.0), (5, 62.0), (6, 56.0), (8, 54.0), (10, 56.0), (11, 59.0), (12, 53.0)]","[(1, 57.0), (6, 58.0), (7, 60.0), (9, 50.0), (10, 61.0), (11, 61.0)]","[(5, 58.0), (8, 58.0)]","[(4, 58.0), (5, 58.0), (6, 63.0), (8, 57.0), (12, 60.0)]","[(1, 55.0), (2, 59.0), (4, 65.0), (5, 62.0)]","[(1, 64.0), (6, 56.0), (7, 58.0), (10, 62.0)]","[(2, 56.0), (4, 59.0), (8, 57.0), (9, 46.0)]","[(2, 60.0), (4, 51.0), (5, 53.0), (11, 48.0)]"
268,"[(2, 11.0), (3, 16.0), (5, 31.0), (6, 18.0), (8, 10.0), (10, 11.0), (11, 20.0), (12, 17.0)]","[(1, 21.0), (6, 20.0), (7, 29.0), (9, 11.0), (10, 13.0), (11, 28.0)]","[(5, 55.0), (8, 57.0)]","[(4, 55.0), (5, 54.0), (6, 61.0), (8, 57.0), (12, 58.0)]","[(1, 52.0), (2, 54.0), (4, 62.0), (5, 62.0)]","[(1, 62.0), (6, 55.0), (7, 52.0), (10, 61.0)]","[(2, 59.0), (4, 61.0), (8, 61.0), (9, 50.0)]","[(2, 62.0), (4, 52.0), (5, 57.0), (11, 55.0)]"
269,"[(2, 65.0), (3, 65.0), (5, 69.0), (6, 66.0), (8, 67.0), (10, 63.0), (11, 69.0), (12, 69.0)]","[(1, 63.0), (6, 66.0), (7, 64.0), (9, 68.0), (10, 67.0), (11, 68.0)]","[(5, 57.0), (8, 57.0)]","[(4, 57.0), (5, 57.0), (6, 62.0), (8, 57.0), (12, 60.0)]","[(1, 55.0), (2, 58.0), (4, 64.0), (5, 61.0)]","[(1, 63.0), (6, 55.0), (7, 59.0), (10, 62.0)]","[(2, 57.0), (4, 59.0), (8, 57.0), (9, 49.0)]","[(2, 60.0), (4, 51.0), (5, 52.0), (11, 48.0)]"
270,"[(2, 46.0), (3, 43.0), (5, 53.0), (6, 49.0), (8, 43.0), (10, 48.0), (11, 46.0), (12, 48.0)]","[(1, 47.0), (6, 51.0), (7, 54.0), (9, 44.0), (10, 50.0), (11, 50.0)]","[(5, 56.0), (8, 57.0)]","[(4, 55.0), (5, 56.0), (6, 61.0), (8, 56.0), (12, 58.0)]","[(1, 53.0), (2, 56.0), (4, 63.0), (5, 62.0)]","[(1, 62.0), (6, 56.0), (7, 55.0), (10, 61.0)]","[(2, 54.0), (4, 57.0), (8, 54.0), (9, 45.0)]","[(2, 58.0), (4, 49.0), (5, 50.0), (11, 45.0)]"
271,"[(2, 36.0), (3, 35.0), (5, 47.0), (6, 39.0), (8, 34.0), (10, 36.0), (11, 40.0), (12, 39.0)]","[(1, 42.0), (6, 44.0), (7, 46.0), (9, 34.0), (10, 38.0), (11, 48.0)]","[(5, 56.0), (8, 58.0)]","[(4, 57.0), (5, 56.0), (6, 62.0), (8, 57.0), (12, 60.0)]","[(1, 54.0), (2, 57.0), (4, 64.0), (5, 62.0)]","[(1, 63.0), (6, 56.0), (7, 56.0), (10, 62.0)]","[(2, 56.0), (4, 58.0), (8, 58.0), (9, 46.0)]","[(2, 59.0), (4, 50.0), (5, 54.0), (11, 50.0)]"
272,"[(2, 44.0), (3, 46.0), (5, 50.0), (6, 48.0), (8, 43.0), (10, 45.0), (11, 49.0), (12, 47.0)]","[(1, 48.0), (6, 49.0), (7, 50.0), (9, 46.0), (10, 48.0), (11, 49.0)]","[(5, 57.0), (8, 58.0)]","[(4, 57.0), (5, 57.0), (6, 62.0), (8, 57.0), (12, 60.0)]","[(1, 55.0), (2, 58.0), (4, 65.0), (5, 62.0)]","[(1, 63.0), (6, 56.0), (7, 56.0), (10, 62.0)]","[(2, 56.0), (4, 58.0), (8, 57.0), (9, 44.0)]","[(2, 59.0), (4, 50.0), (5, 53.0), (11, 48.0)]"
273,"[(2, 37.0), (3, 38.0), (5, 47.0), (6, 41.0), (8, 32.0), (10, 37.0), (11, 38.0), (12, 41.0)]","[(1, 40.0), (6, 43.0), (7, 47.0), (9, 38.0), (10, 38.0), (11, 43.0)]","[(5, 56.0), (8, 57.0)]","[(4, 56.0), (5, 56.0), (6, 62.0), (8, 57.0), (12, 59.0)]","[(1, 53.0), (2, 57.0), (4, 64.0), (5, 62.0)]","[(1, 63.0), (6, 56.0), (7, 55.0), (10, 62.0)]","[(2, 58.0), (4, 61.0), (8, 59.0), (9, 49.0)]","[(2, 61.0), (4, 53.0), (5, 54.0), (11, 50.0)]"
274,"[(2, 21.0), (3, 22.0), (5, 36.0), (6, 25.0), (8, 18.0), (10, 24.0), (11, 25.0), (12, 24.0)]","[(1, 28.0), (6, 29.0), (7, 36.0), (9, 22.0), (10, 26.0), (11, 32.0)]","[(5, 54.0), (8, 57.0)]","[(4, 54.0), (5, 53.0), (6, 60.0), (8, 55.0), (12, 57.0)]","[(1, 51.0), (2, 53.0), (4, 61.0), (5, 62.0)]","[(1, 61.0), (6, 55.0), (7, 51.0), (10, 60.0)]","[(2, 57.0), (4, 61.0), (8, 58.0), (9, 47.0)]","[(2, 61.0), (4, 52.0), (5, 54.0), (11, 50.0)]"
275,"[(2, 65.0), (3, 59.0), (5, 65.0), (6, 62.0), (8, 63.0), (10, 66.0), (11, 66.0), (12, 64.0)]","[(1, 66.0), (6, 65.0), (7, 63.0), (9, 61.0), (10, 70.0), (11, 66.0)]","[(5, 57.0), (8, 57.0)]","[(4, 57.0), (5, 57.0), (6, 62.0), (8, 56.0), (12, 60.0)]","[(1, 55.0), (2, 57.0), (4, 64.0), (5, 62.0)]","[(1, 62.0), (6, 56.0), (7, 58.0), (10, 61.0)]","[(2, 56.0), (4, 58.0), (8, 56.0), (9, 47.0)]","[(2, 59.0), (4, 50.0), (5, 50.0), (11, 46.0)]"
276,"[(2, 59.0), (3, 58.0), (5, 63.0), (6, 62.0), (8, 59.0), (10, 62.0), (11, 62.0), (12, 61.0)]","[(1, 62.0), (6, 64.0), (7, 62.0), (9, 59.0), (10, 66.0), (11, 62.0)]","[(5, 57.0), (8, 57.0)]","[(4, 57.0), (5, 57.0), (6, 62.0), (8, 57.0), (12, 60.0)]","[(1, 54.0), (2, 58.0), (4, 64.0), (5, 62.0)]","[(1, 63.0), (6, 56.0), (7, 58.0), (10, 61.0)]","[(2, 58.0), (4, 60.0), (8, 58.0), (9, 49.0)]","[(2, 60.0), (4, 52.0), (5, 53.0), (11, 48.0)]"
277,"[(2, 50.0), (3, 44.0), (5, 60.0), (6, 47.0), (8, 49.0), (10, 46.0), (11, 57.0), (12, 49.0)]","[(1, 51.0), (6, 48.0), (7, 51.0), (9, 43.0), (10, 50.0), (11, 61.0)]","[(5, 55.0), (8, 57.0)]","[(4, 54.0), (5, 54.0), (6, 60.0), (8, 55.0), (12, 57.0)]","[(1, 52.0), (2, 55.0), (4, 62.0), (5, 61.0)]","[(1, 61.0), (6, 56.0), (7, 53.0), (10, 60.0)]","[(2, 58.0), (4, 60.0), (8, 59.0), (9, 46.0)]","[(2, 61.0), (4, 51.0), (5, 56.0), (11, 51.0)]"
278,"[(2, 52.0), (3, 48.0), (5, 61.0), (6, 52.0), (8, 54.0), (10, 54.0), (11, 58.0), (12, 53.0)]","[(1, 54.0), (6, 54.0), (7, 58.0), (9, 47.0), (10, 55.0), (11, 60.0)]","[(5, 57.0), (8, 57.0)]","[(4, 57.0), (5, 56.0), (6, 62.0), (8, 57.0), (12, 59.0)]","[(1, 54.0), (2, 57.0), (4, 64.0), (5, 61.0)]","[(1, 62.0), (6, 55.0), (7, 57.0), (10, 61.0)]","[(2, 56.0), (4, 58.0), (8, 57.0), (9, 45.0)]","[(2, 58.0), (4, 50.0), (5, 52.0), (11, 47.0)]"
279,"[(2, 30.0), (3, 26.0), (5, 43.0), (6, 33.0), (8, 26.0), (10, 30.0), (11, 32.0), (12, 29.0)]","[(1, 36.0), (6, 34.0), (7, 41.0), (9, 28.0), (10, 34.0), (11, 37.0)]","[(5, 54.0), (8, 57.0)]","[(4, 53.0), (5, 52.0), (6, 60.0), (8, 55.0), (12, 56.0)]","[(1, 51.0), (2, 52.0), (4, 61.0), (5, 62.0)]","[(1, 60.0), (6, 56.0), (7, 51.0), (10, 59.0)]","[(2, 57.0), (4, 61.0), (8, 59.0), (9, 48.0)]","[(2, 60.0), (4, 52.0), (5, 54.0), (11, 49.0)]"
280,"[(2, 11.0), (5, 28.0), (6, 14.0), (10, 9.0), (11, 14.0), (12, 14.0)]","[(1, 18.0), (6, 18.0), (7, 26.0), (10, 10.0), (11, 23.0)]","[(5, 55.0), (8, 58.0)]","[(4, 55.0), (5, 54.0), (6, 61.0), (8, 57.0), (12, 58.0)]","[(1, 52.0), (2, 55.0), (4, 63.0), (5, 62.0)]","[(1, 62.0), (6, 56.0), (7, 52.0), (10, 61.0)]","[(2, 59.0), (4, 62.0), (8, 61.0), (9, 49.0)]","[(2, 62.0), (4, 54.0), (5, 57.0), (11, 53.0)]"
281,"[(2, 39.0), (3, 38.0), (5, 50.0), (6, 42.0), (8, 35.0), (10, 38.0), (11, 42.0), (12, 43.0)]","[(1, 42.0), (6, 42.0), (7, 46.0), (9, 38.0), (10, 41.0), (11, 46.0)]","[(5, 56.0), (8, 57.0)]","[(4, 56.0), (5, 55.0), (6, 61.0), (8, 57.0), (12, 59.0)]","[(1, 53.0), (2, 56.0), (4, 63.0), (5, 61.0)]","[(1, 62.0), (6, 55.0), (7, 55.0), (10, 61.0)]","[(2, 55.0), (4, 58.0), (8, 57.0), (9, 43.0)]","[(2, 59.0), (4, 49.0), (5, 54.0), (11, 48.0)]"
282,"[(2, 29.0), (3, 26.0), (5, 41.0), (6, 33.0), (8, 25.0), (10, 31.0), (11, 31.0), (12, 30.0)]","[(1, 35.0), (6, 37.0), (7, 41.0), (9, 27.0), (10, 33.0), (11, 38.0)]","[(5, 56.0), (8, 58.0)]","[(4, 56.0), (5, 55.0), (6, 61.0), (8, 56.0), (12, 59.0)]","[(1, 53.0), (2, 56.0), (4, 63.0), (5, 62.0)]","[(1, 63.0), (6, 56.0), (7, 54.0), (10, 61.0)]","[(2, 54.0), (4, 57.0), (8, 56.0), (9, 42.0)]","[(2, 56.0), (4, 47.0), (5, 52.0), (11, 45.0)]"
283,"[(2, 17.0), (3, 11.0), (5, 29.0), (6, 17.0), (10, 14.0), (11, 13.0), (12, 16.0)]","[(1, 20.0), (6, 23.0), (7, 31.0), (9, 10.0), (10, 15.0), (11, 27.0)]","[(5, 55.0), (8, 57.0)]","[(4, 54.0), (5, 53.0), (6, 60.0), (8, 57.0), (12, 58.0)]","[(1, 52.0), (2, 54.0), (4, 62.0), (5, 61.0)]","[(1, 61.0), (6, 55.0), (7, 51.0), (10, 61.0)]","[(2, 55.0), (4, 59.0), (8, 57.0), (9, 45.0)]","[(2, 60.0), (4, 50.0), (5, 54.0), (11, 50.0)]"
284,"[(2, 59.0), (3, 63.0), (5, 64.0), (6, 63.0), (8, 59.0), (10, 60.0), (11, 63.0), (12, 64.0)]","[(1, 62.0), (6, 62.0), (7, 60.0), (9, 63.0), (10, 66.0), (11, 59.0)]","[(5, 57.0), (8, 57.0)]","[(4, 57.0), (5, 56.0), (6, 62.0), (8, 56.0), (12, 60.0)]","[(1, 54.0), (2, 58.0), (4, 64.0), (5, 61.0)]","[(1, 62.0), (6, 55.0), (7, 58.0), (10, 61.0)]","[(2, 58.0), (4, 60.0), (8, 58.0), (9, 50.0)]","[(2, 60.0), (4, 53.0), (5, 52.0), (11, 49.0)]"
285,"[(2, 50.0), (3, 51.0), (5, 57.0), (6, 54.0), (8, 49.0), (10, 50.0), (11, 53.0), (12, 54.0)]","[(1, 52.0), (6, 56.0), (7, 57.0), (9, 50.0), (10, 53.0), (11, 56.0)]","[(5, 57.0), (8, 57.0)]","[(4, 57.0), (5, 56.0), (6, 61.0), (8, 57.0), (12, 59.0)]","[(1, 54.0), (2, 57.0), (4, 63.0), (5, 61.0)]","[(1, 63.0), (6, 56.0), (7, 57.0), (10, 61.0)]","[(2, 55.0), (4, 57.0), (8, 56.0), (9, 45.0)]","[(2, 58.0), (4, 49.0), (5, 51.0), (11, 46.0)]"
286,"[(2, 49.0), (3, 47.0), (5, 55.0), (6, 52.0), (8, 47.0), (10, 49.0), (11, 52.0), (12, 51.0)]","[(1, 50.0), (6, 53.0), (7, 56.0), (9, 48.0), (10, 52.0), (11, 54.0)]","[(5, 57.0), (8, 58.0)]","[(4, 57.0), (5, 57.0), (6, 62.0), (8, 57.0), (12, 60.0)]","[(1, 54.0), (2, 58.0), (4, 64.0), (5, 62.0)]","[(1, 63.0), (6, 56.0), (7, 57.0), (10, 62.0)]","[(2, 59.0), (4, 62.0), (8, 60.0), (9, 50.0)]","[(2, 62.0), (4, 53.0), (5, 56.0), (11, 52.0)]"
287,"[(2, 52.0), (3, 51.0), (5, 60.0), (6, 56.0), (8, 51.0), (10, 52.0), (11, 56.0), (12, 54.0)]","[(1, 56.0), (6, 58.0), (7, 59.0), (9, 50.0), (10, 57.0), (11, 58.0)]","[(5, 57.0), (8, 58.0)]","[(4, 58.0), (5, 58.0), (6, 63.0), (8, 57.0), (12, 60.0)]","[(1, 55.0), (2, 59.0), (4, 65.0), (5, 62.0)]","[(1, 64.0), (6, 56.0), (7, 58.0), (10, 62.0)]","[(2, 56.0), (4, 59.0), (8, 57.0), (9, 46.0)]","[(2, 60.0), (4, 51.0), (5, 53.0), (11, 48.0)]"
288,"[(2, 51.0), (3, 55.0), (5, 57.0), (6, 56.0), (8, 49.0), (10, 53.0), (11, 55.0), (12, 56.0)]","[(1, 55.0), (6, 57.0), (7, 57.0), (9, 54.0), (10, 54.0), (11, 56.0)]","[(5, 56.0), (8, 57.0)]","[(4, 57.0), (5, 56.0), (6, 62.0), (8, 57.0), (12, 60.0)]","[(1, 54.0), (2, 58.0), (4, 64.0), (5, 61.0)]","[(1, 62.0), (6, 55.0), (7, 57.0), (10, 62.0)]","[(2, 58.0), (4, 60.0), (8, 59.0), (9, 50.0)]","[(2, 61.0), (4, 52.0), (5, 54.0), (11, 52.0)]"
289,"[(2, 22.0), (3, 18.0), (5, 35.0), (6, 22.0), (8, 18.0), (10, 20.0), (11, 25.0), (12, 22.0)]","[(1, 29.0), (6, 27.0), (7, 33.0), (9, 16.0), (10, 22.0), (11, 34.0)]","[(5, 56.0), (8, 57.0)]","[(4, 55.0), (5, 54.0), (6, 61.0), (8, 57.0), (12, 58.0)]","[(1, 53.0), (2, 55.0), (4, 63.0), (5, 62.0)]","[(1, 62.0), (6, 56.0), (7, 53.0), (10, 61.0)]","[(2, 58.0), (4, 60.0), (8, 59.0), (9, 49.0)]","[(2, 61.0), (4, 52.0), (5, 54.0), (11, 52.0)]"
290,"[(2, 55.0), (3, 53.0), (5, 62.0), (6, 59.0), (8, 53.0), (10, 55.0), (11, 56.0), (12, 57.0)]","[(1, 55.0), (6, 59.0), (7, 60.0), (9, 56.0), (10, 58.0), (11, 59.0)]","[(5, 56.0), (8, 57.0)]","[(4, 56.0), (5, 56.0), (6, 62.0), (8, 56.0), (12, 58.0)]","[(1, 54.0), (2, 57.0), (4, 63.0), (5, 62.0)]","[(1, 63.0), (6, 56.0), (7, 56.0), (10, 61.0)]","[(2, 54.0), (4, 57.0), (8, 54.0), (9, 45.0)]","[(2, 58.0), (4, 49.0), (5, 49.0), (11, 45.0)]"
291,"[(2, 54.0), (3, 57.0), (5, 62.0), (6, 60.0), (8, 53.0), (10, 57.0), (11, 58.0), (12, 58.0)]","[(1, 56.0), (6, 60.0), (7, 62.0), (9, 56.0), (10, 61.0), (11, 59.0)]","[(5, 57.0), (8, 58.0)]","[(4, 58.0), (5, 57.0), (6, 62.0), (8, 57.0), (12, 60.0)]","[(1, 55.0), (2, 59.0), (4, 65.0), (5, 62.0)]","[(1, 63.0), (6, 55.0), (7, 58.0), (10, 62.0)]","[(2, 56.0), (4, 58.0), (8, 57.0), (9, 46.0)]","[(2, 59.0), (4, 50.0), (5, 53.0), (11, 49.0)]"
292,"[(2, 54.0), (3, 55.0), (5, 65.0), (6, 57.0), (8, 58.0), (10, 57.0), (11, 62.0), (12, 58.0)]","[(1, 60.0), (6, 57.0), (7, 58.0), (9, 53.0), (10, 62.0), (11, 60.0)]","[(5, 57.0), (8, 58.0)]","[(4, 58.0), (5, 58.0), (6, 63.0), (8, 57.0), (12, 60.0)]","[(1, 55.0), (2, 58.0), (4, 65.0), (5, 62.0)]","[(1, 63.0), (6, 56.0), (7, 58.0), (10, 62.0)]","[(2, 56.0), (4, 58.0), (8, 57.0), (9, 45.0)]","[(2, 59.0), (4, 50.0), (5, 52.0), (11, 48.0)]"
293,"[(2, 53.0), (3, 50.0), (5, 58.0), (6, 55.0), (8, 50.0), (10, 49.0), (11, 53.0), (12, 55.0)]","[(1, 51.0), (6, 54.0), (7, 55.0), (9, 52.0), (10, 54.0), (11, 55.0)]","[(5, 57.0), (8, 57.0)]","[(4, 57.0), (5, 57.0), (6, 62.0), (8, 57.0), (12, 60.0)]","[(1, 54.0), (2, 58.0), (4, 64.0), (5, 62.0)]","[(1, 63.0), (6, 56.0), (7, 57.0), (10, 62.0)]","[(2, 58.0), (4, 61.0), (8, 59.0), (9, 48.0)]","[(2, 61.0), (4, 53.0), (5, 53.0), (11, 49.0)]"
294,"[(2, 16.0), (3, 10.0), (5, 35.0), (6, 21.0), (8, 14.0), (10, 14.0), (11, 21.0), (12, 20.0)]","[(1, 20.0), (6, 23.0), (7, 31.0), (9, 10.0), (10, 14.0), (11, 33.0)]","[(5, 54.0), (8, 57.0)]","[(4, 53.0), (5, 52.0), (6, 59.0), (8, 55.0), (12, 56.0)]","[(1, 51.0), (2, 52.0), (4, 61.0), (5, 61.0)]","[(1, 60.0), (6, 55.0), (7, 50.0), (10, 59.0)]","[(2, 57.0), (4, 61.0), (8, 59.0), (9, 47.0)]","[(2, 61.0), (4, 52.0), (5, 55.0), (11, 51.0)]"
295,"[(2, 58.0), (3, 59.0), (5, 62.0), (6, 63.0), (8, 57.0), (10, 58.0), (11, 61.0), (12, 62.0)]","[(1, 60.0), (6, 62.0), (7, 60.0), (9, 60.0), (10, 64.0), (11, 59.0)]","[(5, 57.0), (8, 57.0)]","[(4, 57.0), (5, 56.0), (6, 62.0), (8, 56.0), (12, 59.0)]","[(1, 54.0), (2, 57.0), (4, 63.0), (5, 62.0)]","[(1, 62.0), (6, 56.0), (7, 57.0), (10, 61.0)]","[(2, 56.0), (4, 58.0), (8, 56.0), (9, 47.0)]","[(2, 59.0), (4, 50.0), (5, 51.0), (11, 47.0)]"
296,"[(2, 47.0), (3, 50.0), (5, 57.0), (6, 54.0), (8, 43.0), (10, 47.0), (11, 48.0), (12, 53.0)]","[(1, 49.0), (6, 53.0), (7, 55.0), (9, 48.0), (10, 53.0), (11, 50.0)]","[(5, 57.0), (8, 57.0)]","[(4, 57.0), (5, 56.0), (6, 62.0), (8, 56.0), (12, 59.0)]","[(1, 54.0), (2, 57.0), (4, 63.0), (5, 62.0)]","[(1, 63.0), (6, 56.0), (7, 56.0), (10, 61.0)]","[(2, 58.0), (4, 61.0), (8, 58.0), (9, 49.0)]","[(2, 61.0), (4, 52.0), (5, 54.0), (11, 49.0)]"
297,"[(2, 71.0), (3, 69.0), (5, 70.0), (6, 73.0), (8, 69.0), (10, 73.0), (11, 72.0), (12, 72.0)]","[(1, 71.0), (6, 74.0), (7, 71.0), (9, 71.0), (10, 76.0), (11, 71.0)]","[(5, 56.0), (8, 57.0)]","[(4, 55.0), (5, 55.0), (6, 61.0), (8, 55.0), (12, 58.0)]","[(1, 53.0), (2, 57.0), (4, 63.0), (5, 61.0)]","[(1, 61.0), (6, 55.0), (7, 56.0), (10, 60.0)]","[(2, 57.0), (4, 59.0), (8, 58.0), (9, 46.0)]","[(2, 60.0), (4, 51.0), (5, 53.0), (11, 49.0)]"
298,"[(2, 33.0), (3, 28.0), (5, 42.0), (6, 31.0), (8, 27.0), (10, 31.0), (11, 35.0), (12, 31.0)]","[(1, 39.0), (6, 38.0), (7, 41.0), (9, 26.0), (10, 35.0), (11, 42.0)]","[(5, 56.0), (8, 57.0)]","[(4, 55.0), (5, 55.0), (6, 61.0), (8, 57.0), (12, 59.0)]","[(1, 53.0), (2, 56.0), (4, 63.0), (5, 61.0)]","[(1, 62.0), (6, 55.0), (7, 54.0), (10, 61.0)]","[(2, 56.0), (4, 58.0), (8, 57.0), (9, 45.0)]","[(2, 58.0), (4, 50.0), (5, 53.0), (11, 48.0)]"
299,"[(2, 62.0), (3, 66.0), (5, 69.0), (6, 68.0), (8, 66.0), (10, 64.0), (11, 66.0), (12, 69.0)]","[(1, 61.0), (6, 68.0), (7, 66.0), (9, 67.0), (10, 68.0), (11, 65.0)]","[(5, 56.0), (8, 57.0)]","[(4, 56.0), (5, 55.0), (6, 61.0), (8, 55.0), (12, 58.0)]","[(1, 53.0), (2, 56.0), (4, 63.0), (5, 62.0)]","[(1, 61.0), (6, 56.0), (7, 56.0), (10, 60.0)]","[(2, 57.0), (4, 60.0), (8, 58.0), (9, 48.0)]","[(2, 60.0), (4, 52.0), (5, 52.0), (11, 47.0)]"
300,"[(2, 85.0), (3, 91.0), (5, 87.0), (6, 93.0), (8, 87.0), (10, 89.0), (11, 90.0), (12, 93.0)]","[(1, 87.0), (6, 93.0), (7, 85.0), (9, 90.0), (10, 97.0), (11, 84.0)]","[(5, 58.0), (8, 57.0)]","[(4, 59.0), (5, 59.0), (6, 63.0), (8, 57.0), (12, 61.0)]","[(1, 56.0), (2, 60.0), (4, 65.0), (5, 61.0)]","[(1, 64.0), (6, 55.0), (7, 62.0), (10, 62.0)]","[(2, 58.0), (4, 60.0), (8, 58.0), (9, 49.0)]","[(2, 60.0), (4, 52.0), (5, 52.0), (11, 48.0)]"
301,"[(2, 58.0), (3, 54.0), (5, 61.0), (6, 57.0), (8, 53.0), (10, 54.0), (11, 58.0), (12, 58.0)]","[(1, 55.0), (6, 57.0), (7, 59.0), (9, 56.0), (10, 58.0), (11, 59.0)]","[(5, 57.0), (8, 57.0)]","[(4, 57.0), (5, 56.0), (6, 62.0), (8, 57.0), (12, 60.0)]","[(1, 54.0), (2, 58.0), (4, 64.0), (5, 61.0)]","[(1, 62.0), (6, 55.0), (7, 57.0), (10, 61.0)]","[(2, 55.0), (4, 58.0), (8, 56.0), (9, 43.0)]","[(2, 58.0), (4, 49.0), (5, 53.0), (11, 47.0)]"
302,"[(2, 72.0), (3, 73.0), (5, 74.0), (6, 76.0), (8, 76.0), (10, 75.0), (11, 76.0), (12, 76.0)]","[(1, 71.0), (6, 76.0), (7, 72.0), (9, 76.0), (10, 79.0), (11, 73.0)]","[(5, 58.0), (8, 57.0)]","[(4, 58.0), (5, 58.0), (6, 62.0), (8, 56.0), (12, 60.0)]","[(1, 55.0), (2, 59.0), (4, 65.0), (5, 61.0)]","[(1, 64.0), (6, 56.0), (7, 60.0), (10, 61.0)]","[(2, 53.0), (4, 56.0), (8, 54.0), (9, 43.0)]","[(2, 56.0), (4, 47.0), (5, 49.0), (11, 42.0)]"
303,"[(2, 32.0), (3, 26.0), (5, 44.0), (6, 32.0), (8, 25.0), (10, 29.0), (11, 32.0), (12, 32.0)]","[(1, 33.0), (6, 34.0), (7, 41.0), (9, 27.0), (10, 32.0), (11, 41.0)]","[(5, 56.0), (8, 57.0)]","[(4, 55.0), (5, 55.0), (6, 61.0), (8, 57.0), (12, 59.0)]","[(1, 53.0), (2, 56.0), (4, 63.0), (5, 62.0)]","[(1, 62.0), (6, 56.0), (7, 54.0), (10, 61.0)]","[(2, 56.0), (4, 59.0), (8, 57.0), (9, 45.0)]","[(2, 60.0), (4, 50.0), (5, 54.0), (11, 49.0)]"
304,"[(2, 25.0), (3, 23.0), (5, 37.0), (6, 29.0), (8, 22.0), (10, 26.0), (11, 29.0), (12, 28.0)]","[(1, 31.0), (6, 31.0), (7, 36.0), (9, 25.0), (10, 29.0), (11, 34.0)]","[(5, 55.0), (8, 57.0)]","[(4, 55.0), (5, 54.0), (6, 61.0), (8, 56.0), (12, 58.0)]","[(1, 52.0), (2, 55.0), (4, 63.0), (5, 62.0)]","[(1, 62.0), (6, 55.0), (7, 53.0), (10, 61.0)]","[(2, 59.0), (4, 61.0), (8, 60.0), (9, 51.0)]","[(2, 61.0), (4, 54.0), (5, 55.0), (11, 52.0)]"
305,"[(2, 39.0), (3, 33.0), (5, 47.0), (6, 36.0), (8, 37.0), (10, 37.0), (11, 40.0), (12, 36.0)]","[(1, 40.0), (6, 44.0), (7, 48.0), (9, 33.0), (10, 38.0), (11, 49.0)]","[(5, 56.0), (8, 57.0)]","[(4, 56.0), (5, 56.0), (6, 61.0), (8, 57.0), (12, 59.0)]","[(1, 54.0), (2, 56.0), (4, 63.0), (5, 62.0)]","[(1, 62.0), (6, 56.0), (7, 55.0), (10, 61.0)]","[(2, 55.0), (4, 57.0), (8, 56.0), (9, 45.0)]","[(2, 58.0), (4, 49.0), (5, 51.0), (11, 47.0)]"
306,"[(2, 37.0), (3, 35.0), (5, 49.0), (6, 40.0), (8, 33.0), (10, 35.0), (11, 37.0), (12, 39.0)]","[(1, 39.0), (6, 42.0), (7, 45.0), (9, 36.0), (10, 39.0), (11, 43.0)]","[(5, 57.0), (8, 58.0)]","[(4, 57.0), (5, 56.0), (6, 62.0), (8, 57.0), (12, 60.0)]","[(1, 54.0), (2, 57.0), (4, 64.0), (5, 62.0)]","[(1, 63.0), (6, 56.0), (7, 55.0), (10, 62.0)]","[(2, 59.0), (4, 62.0), (8, 61.0), (9, 50.0)]","[(2, 63.0), (4, 54.0), (5, 56.0), (11, 53.0)]"
