Unnamed: 0,beat,pitch,beat_pitch,midi
402,"[[1, 4, 5, 6, 7, 8, 9, 10], [1, 3, 4, 5, 6, 7, 8, 9, 10], [1, 2, 3, 4, 5, 6, 7, 8, 9], [1, 3, 4, 5, 6, 7, 9], [1, 3, 4, 5, 7, 8, 9], [1, 3, 4, 5, 9], [1, 3, 4, 5, 9, 11, 12], [1, 3, 4, 5, 7, 9, 11]]","[[72, 76, 79, 77, 76, 78, 74, 72], [72, 75, 72, 69, 73, 71, 74, 69, 67], [72, 71, 73, 76, 74, 72, 76, 78, 76], [72, 76, 78, 79, 77, 74, 74], [72, 72, 70, 69, 65, 64, 62], [72, 72, 69, 70, 72], [72, 76, 73, 74, 62, 64, 62], [72, 74, 72, 76, 79, 77, 76]]","[[(1, 72), (4, 76), (5, 79), (6, 77), (7, 76), (8, 78), (9, 74), (10, 72)], [(1, 72), (3, 75), (4, 72), (5, 69), (6, 73), (7, 71), (8, 74), (9, 69), (10, 67)], [(1, 72), (2, 71), (3, 73), (4, 76), (5, 74), (6, 72), (7, 76), (8, 78), (9, 76)], [(1, 72), (3, 76), (4, 78), (5, 79), (6, 77), (7, 74), (9, 74)], [(1, 72), (3, 72), (4, 70), (5, 69), (7, 65), (8, 64), (9, 62)], [(1, 72), (3, 72), (4, 69), (5, 70), (9, 72)], [(1, 72), (3, 76), (4, 73), (5, 74), (9, 62), (11, 64), (12, 62)], [(1, 72), (3, 74), (4, 72), (5, 76), (7, 79), (9, 77), (11, 76)]]",markov_midis\markov_song_402.mid
403,"[[1, 3, 4, 5, 7, 9, 11, 12], [1, 3, 4, 5, 7, 8, 9, 11, 12], [1, 2, 3, 4, 5, 7, 9, 11, 12], [1, 3, 4, 5, 7, 8, 9, 11, 12], [1, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12], [1, 3, 4, 5, 6, 7, 8, 9, 11], [1, 3, 4, 5, 6, 7, 8, 9], [1, 3, 4, 5, 6, 7, 8, 9, 11]]","[[77, 77, 76, 79, 76, 76, 72, 71], [77, 77, 70, 80, 83, 80, 81, 74, 76], [77, 79, 76, 74, 69, 67, 71, 74, 78], [77, 77, 76, 78, 78, 76, 78, 79, 81], [77, 72, 74, 76, 77, 74, 70, 69, 67, 66, 67], [77, 74, 75, 77, 81, 79, 76, 78, 74], [77, 74, 76, 78, 79, 78, 69, 71], [77, 76, 74, 78, 69, 61, 64, 69, 71]]","[[(1, 77), (3, 77), (4, 76), (5, 79), (7, 76), (9, 76), (11, 72), (12, 71)], [(1, 77), (3, 77), (4, 70), (5, 80), (7, 83), (8, 80), (9, 81), (11, 74), (12, 76)], [(1, 77), (2, 79), (3, 76), (4, 74), (5, 69), (7, 67), (9, 71), (11, 74), (12, 78)], [(1, 77), (3, 77), (4, 76), (5, 78), (7, 78), (8, 76), (9, 78), (11, 79), (12, 81)], [(1, 77), (3, 72), (4, 74), (5, 76), (6, 77), (7, 74), (8, 70), (9, 69), (10, 67), (11, 66), (12, 67)], [(1, 77), (3, 74), (4, 75), (5, 77), (6, 81), (7, 79), (8, 76), (9, 78), (11, 74)], [(1, 77), (3, 74), (4, 76), (5, 78), (6, 79), (7, 78), (8, 69), (9, 71)], [(1, 77), (3, 76), (4, 74), (5, 78), (6, 69), (7, 61), (8, 64), (9, 69), (11, 71)]]",markov_midis\markov_song_403.mid
404,"[[1, 2, 3, 4, 5, 7, 9, 12], [1, 2, 3, 4, 5, 6, 7, 8, 9, 11, 12], [1, 3, 4, 5, 7, 8, 9, 11, 12], [1, 3, 4, 5, 6, 7, 8, 9, 11], [1, 3, 4, 5, 7, 8, 9, 11, 12], [1, 3, 5, 7, 9, 11, 12], [1, 3, 4, 5, 7, 8, 9, 11, 12], [1, 3, 4, 5, 7, 8, 9]]","[[76, 73, 76, 77, 76, 72, 71, 72], [76, 81, 80, 79, 83, 81, 83, 79, 79, 79, 78], [76, 77, 76, 73, 74, 78, 76, 77, 79], [76, 73, 76, 79, 77, 76, 74, 71, 74], [76, 74, 77, 79, 75, 77, 82, 81, 78], [76, 77, 77, 76, 77, 79, 77], [76, 74, 78, 79, 83, 79, 79, 78, 74], [76, 76, 77, 72, 69, 67, 65]]","[[(1, 76), (2, 73), (3, 76), (4, 77), (5, 76), (7, 72), (9, 71), (12, 72)], [(1, 76), (2, 81), (3, 80), (4, 79), (5, 83), (6, 81), (7, 83), (8, 79), (9, 79), (11, 79), (12, 78)], [(1, 76), (3, 77), (4, 76), (5, 73), (7, 74), (8, 78), (9, 76), (11, 77), (12, 79)], [(1, 76), (3, 73), (4, 76), (5, 79), (6, 77), (7, 76), (8, 74), (9, 71), (11, 74)], [(1, 76), (3, 74), (4, 77), (5, 79), (7, 75), (8, 77), (9, 82), (11, 81), (12, 78)], [(1, 76), (3, 77), (5, 77), (7, 76), (9, 77), (11, 79), (12, 77)], [(1, 76), (3, 74), (4, 78), (5, 79), (7, 83), (8, 79), (9, 79), (11, 78), (12, 74)], [(1, 76), (3, 76), (4, 77), (5, 72), (7, 69), (8, 67), (9, 65)]]",markov_midis\markov_song_404.mid
405,"[[1, 2, 3, 4, 5, 6, 7, 8, 9], [1, 2, 3, 5, 7, 8, 9], [1, 3, 5, 6, 7, 8, 9], [1, 3, 4, 5, 7, 8, 9], [1, 2, 3, 4, 5, 7, 8, 9, 11], [1, 3, 4, 5, 6, 7, 8, 9, 11, 12], [1, 3, 4, 5, 6, 7, 9, 11, 12], [1, 3, 4, 5, 7, 9, 11, 12]]","[[69, 71, 69, 70, 72, 71, 67, 70, 72], [69, 70, 74, 71, 72, 70, 69], [69, 74, 72, 70, 69, 72, 74], [69, 62, 65, 64, 69, 67, 65], [69, 67, 69, 71, 74, 73, 71, 72, 72], [69, 79, 76, 74, 72, 70, 69, 71, 69, 66], [69, 76, 77, 76, 77, 74, 76, 74, 70], [69, 77, 81, 77, 77, 77, 74, 73]]","[[(1, 69), (2, 71), (3, 69), (4, 70), (5, 72), (6, 71), (7, 67), (8, 70), (9, 72)], [(1, 69), (2, 70), (3, 74), (5, 71), (7, 72), (8, 70), (9, 69)], [(1, 69), (3, 74), (5, 72), (6, 70), (7, 69), (8, 72), (9, 74)], [(1, 69), (3, 62), (4, 65), (5, 64), (7, 69), (8, 67), (9, 65)], [(1, 69), (2, 67), (3, 69), (4, 71), (5, 74), (7, 73), (8, 71), (9, 72), (11, 72)], [(1, 69), (3, 79), (4, 76), (5, 74), (6, 72), (7, 70), (8, 69), (9, 71), (11, 69), (12, 66)], [(1, 69), (3, 76), (4, 77), (5, 76), (6, 77), (7, 74), (9, 76), (11, 74), (12, 70)], [(1, 69), (3, 77), (4, 81), (5, 77), (7, 77), (9, 77), (11, 74), (12, 73)]]",markov_midis\markov_song_405.mid
406,"[[1, 3, 4, 5, 7, 8, 9], [1, 3, 4, 5, 6, 7, 8, 9], [1, 3, 5, 6, 7, 8, 9, 11], [1, 3, 5, 7, 8, 9, 11, 12], [1, 3, 4, 5, 7, 9, 11, 12], [1, 3, 4, 5, 7, 8, 9, 11, 12], [1, 3, 4, 5, 7, 8, 9, 11, 12], [1, 2, 3, 4, 5, 7, 9, 11, 12]]","[[74, 78, 74, 79, 76, 74, 73], [74, 78, 79, 81, 79, 76, 74, 79], [74, 76, 81, 78, 79, 81, 79, 77], [74, 59, 60, 64, 61, 62, 74, 69], [74, 71, 74, 73, 74, 72, 74, 78], [74, 71, 73, 74, 74, 71, 72, 70, 72], [74, 69, 66, 67, 71, 69, 72, 74, 76], [74, 75, 74, 72, 69, 74, 74, 74, 72]]","[[(1, 74), (3, 78), (4, 74), (5, 79), (7, 76), (8, 74), (9, 73)], [(1, 74), (3, 78), (4, 79), (5, 81), (6, 79), (7, 76), (8, 74), (9, 79)], [(1, 74), (3, 76), (5, 81), (6, 78), (7, 79), (8, 81), (9, 79), (11, 77)], [(1, 74), (3, 59), (5, 60), (7, 64), (8, 61), (9, 62), (11, 74), (12, 69)], [(1, 74), (3, 71), (4, 74), (5, 73), (7, 74), (9, 72), (11, 74), (12, 78)], [(1, 74), (3, 71), (4, 73), (5, 74), (7, 74), (8, 71), (9, 72), (11, 70), (12, 72)], [(1, 74), (3, 69), (4, 66), (5, 67), (7, 71), (8, 69), (9, 72), (11, 74), (12, 76)], [(1, 74), (2, 75), (3, 74), (4, 72), (5, 69), (7, 74), (9, 74), (11, 74), (12, 72)]]",markov_midis\markov_song_406.mid
407,"[[1, 2, 3, 4, 5, 6, 7, 8, 9, 11], [1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12], [1, 3, 4, 5, 7, 8, 9, 11, 12], [1, 2, 3, 4, 5, 7, 8, 9, 12], [1, 2, 3, 4, 5, 7, 9], [1, 2, 3, 4, 5, 7, 8, 9, 11], [1, 3, 4, 5, 7, 8, 9, 11], [1, 3, 4, 5, 6, 7, 8, 9]]","[[78, 76, 77, 76, 78, 69, 70, 72, 67, 66], [78, 76, 74, 69, 67, 66, 69, 72, 71, 74, 73, 71], [78, 76, 78, 81, 78, 79, 78, 76, 74], [78, 76, 78, 76, 77, 79, 76, 79, 83], [78, 79, 71, 74, 72, 71, 74], [78, 74, 76, 79, 76, 79, 81, 78, 76], [78, 80, 81, 79, 77, 79, 76, 74], [78, 78, 74, 75, 74, 77, 81, 79]]","[[(1, 78), (2, 76), (3, 77), (4, 76), (5, 78), (6, 69), (7, 70), (8, 72), (9, 67), (11, 66)], [(1, 78), (2, 76), (3, 74), (4, 69), (5, 67), (6, 66), (7, 69), (8, 72), (9, 71), (10, 74), (11, 73), (12, 71)], [(1, 78), (3, 76), (4, 78), (5, 81), (7, 78), (8, 79), (9, 78), (11, 76), (12, 74)], [(1, 78), (2, 76), (3, 78), (4, 76), (5, 77), (7, 79), (8, 76), (9, 79), (12, 83)], [(1, 78), (2, 79), (3, 71), (4, 74), (5, 72), (7, 71), (9, 74)], [(1, 78), (2, 74), (3, 76), (4, 79), (5, 76), (7, 79), (8, 81), (9, 78), (11, 76)], [(1, 78), (3, 80), (4, 81), (5, 79), (7, 77), (8, 79), (9, 76), (11, 74)], [(1, 78), (3, 78), (4, 74), (5, 75), (6, 74), (7, 77), (8, 81), (9, 79)]]",markov_midis\markov_song_407.mid
408,"[[1, 3, 5, 9], [1, 3, 5, 9], [1, 3, 5, 9], [1, 3, 5, 7, 9], [1, 3, 5, 6, 7, 9], [1, 3, 5, 6, 7, 9, 11, 12], [1, 3, 4, 5, 6, 7, 8, 9, 11, 12], [1, 2, 3, 4, 5, 6, 7, 8, 9, 11]]","[[76, 73, 74, 62], [76, 73, 74, 72], [76, 73, 74, 73], [76, 78, 76, 74, 78], [76, 78, 79, 81, 83, 81], [76, 76, 69, 67, 64, 61, 57, 55], [76, 78, 78, 79, 77, 76, 74, 76, 74, 70], [76, 81, 79, 76, 81, 79, 77, 75, 70, 74]]","[[(1, 76), (3, 73), (5, 74), (9, 62)], [(1, 76), (3, 73), (5, 74), (9, 72)], [(1, 76), (3, 73), (5, 74), (9, 73)], [(1, 76), (3, 78), (5, 76), (7, 74), (9, 78)], [(1, 76), (3, 78), (5, 79), (6, 81), (7, 83), (9, 81)], [(1, 76), (3, 76), (5, 69), (6, 67), (7, 64), (9, 61), (11, 57), (12, 55)], [(1, 76), (3, 78), (4, 78), (5, 79), (6, 77), (7, 76), (8, 74), (9, 76), (11, 74), (12, 70)], [(1, 76), (2, 81), (3, 79), (4, 76), (5, 81), (6, 79), (7, 77), (8, 75), (9, 70), (11, 74)]]",markov_midis\markov_song_408.mid
409,"[[1, 2, 3, 5, 7, 8, 9, 11, 12], [1, 3, 4, 5, 7, 8, 9, 11, 12], [1, 2, 3, 4, 5, 7, 8, 9, 11], [1, 2, 3, 5, 7, 8, 9, 11], [1, 2, 3, 4, 5, 7, 8, 9, 11, 12], [1, 3, 4, 5, 7, 8, 9, 11, 12], [1, 3, 4, 5, 7, 8, 9, 11, 12], [1, 3, 4, 5, 7, 9, 11]]","[[65, 69, 74, 72, 76, 77, 79, 71, 55], [65, 69, 70, 72, 71, 73, 69, 69, 72], [65, 67, 69, 67, 69, 67, 70, 72, 84], [65, 67, 72, 71, 71, 72, 74, 78], [65, 64, 62, 65, 60, 62, 60, 59, 74, 71], [65, 69, 66, 67, 65, 64, 62, 78, 79], [65, 67, 69, 70, 69, 67, 76, 74, 72], [65, 64, 68, 67, 62, 58, 55]]","[[(1, 65), (2, 69), (3, 74), (5, 72), (7, 76), (8, 77), (9, 79), (11, 71), (12, 55)], [(1, 65), (3, 69), (4, 70), (5, 72), (7, 71), (8, 73), (9, 69), (11, 69), (12, 72)], [(1, 65), (2, 67), (3, 69), (4, 67), (5, 69), (7, 67), (8, 70), (9, 72), (11, 84)], [(1, 65), (2, 67), (3, 72), (5, 71), (7, 71), (8, 72), (9, 74), (11, 78)], [(1, 65), (2, 64), (3, 62), (4, 65), (5, 60), (7, 62), (8, 60), (9, 59), (11, 74), (12, 71)], [(1, 65), (3, 69), (4, 66), (5, 67), (7, 65), (8, 64), (9, 62), (11, 78), (12, 79)], [(1, 65), (3, 67), (4, 69), (5, 70), (7, 69), (8, 67), (9, 76), (11, 74), (12, 72)], [(1, 65), (3, 64), (4, 68), (5, 67), (7, 62), (9, 58), (11, 55)]]",markov_midis\markov_song_409.mid
410,"[[1, 2, 3, 5, 7, 8, 9, 10, 11, 12], [1, 3, 5, 7, 8, 9, 11], [1, 2, 3, 5, 7, 8, 9, 11, 12], [1, 2, 3, 4, 5, 6, 7, 8, 9, 11, 12], [1, 2, 3, 4, 5, 9, 11, 12], [1, 2, 3, 4, 5, 7, 9, 11, 12], [1, 2, 3, 4, 5, 7, 8, 9, 11], [1, 3, 4, 5, 7, 8, 9, 11]]","[[62, 64, 81, 76, 74, 79, 69, 70, 69, 67], [62, 62, 62, 64, 67, 67, 65], [62, 66, 67, 69, 67, 64, 65, 67, 66], [62, 67, 65, 69, 71, 67, 71, 72, 74, 76, 74], [62, 67, 66, 67, 71, 73, 74, 70], [62, 66, 67, 66, 67, 67, 67, 83, 86], [62, 70, 65, 69, 71, 76, 73, 74, 77], [62, 62, 65, 64, 64, 65, 67, 70]]","[[(1, 62), (2, 64), (3, 81), (5, 76), (7, 74), (8, 79), (9, 69), (10, 70), (11, 69), (12, 67)], [(1, 62), (3, 62), (5, 62), (7, 64), (8, 67), (9, 67), (11, 65)], [(1, 62), (2, 66), (3, 67), (5, 69), (7, 67), (8, 64), (9, 65), (11, 67), (12, 66)], [(1, 62), (2, 67), (3, 65), (4, 69), (5, 71), (6, 67), (7, 71), (8, 72), (9, 74), (11, 76), (12, 74)], [(1, 62), (2, 67), (3, 66), (4, 67), (5, 71), (9, 73), (11, 74), (12, 70)], [(1, 62), (2, 66), (3, 67), (4, 66), (5, 67), (7, 67), (9, 67), (11, 83), (12, 86)], [(1, 62), (2, 70), (3, 65), (4, 69), (5, 71), (7, 76), (8, 73), (9, 74), (11, 77)], [(1, 62), (3, 62), (4, 65), (5, 64), (7, 64), (8, 65), (9, 67), (11, 70)]]",markov_midis\markov_song_410.mid
411,"[[1, 3, 4, 5, 7, 8, 9, 11, 12], [1, 3, 4, 5, 7, 8, 9], [1, 3, 4, 5, 7, 8, 9], [1, 3, 4, 5, 6, 7, 8, 9], [1, 5, 6, 7, 8, 9], [1, 3, 4, 5, 6, 7, 8, 9], [1, 3, 4, 5, 7, 8, 9, 11], [1, 3, 4, 5, 7, 8, 9, 11, 12]]","[[79, 83, 85, 83, 83, 78, 69, 69, 67], [79, 83, 85, 86, 81, 77, 74], [79, 79, 77, 76, 79, 77, 79], [79, 81, 79, 77, 76, 74, 77, 79], [79, 79, 78, 79, 74, 70], [79, 78, 74, 72, 74, 71, 73, 71], [79, 79, 76, 77, 76, 74, 72, 74], [79, 76, 77, 79, 76, 74, 76, 72, 69]]","[[(1, 79), (3, 83), (4, 85), (5, 83), (7, 83), (8, 78), (9, 69), (11, 69), (12, 67)], [(1, 79), (3, 83), (4, 85), (5, 86), (7, 81), (8, 77), (9, 74)], [(1, 79), (3, 79), (4, 77), (5, 76), (7, 79), (8, 77), (9, 79)], [(1, 79), (3, 81), (4, 79), (5, 77), (6, 76), (7, 74), (8, 77), (9, 79)], [(1, 79), (5, 79), (6, 78), (7, 79), (8, 74), (9, 70)], [(1, 79), (3, 78), (4, 74), (5, 72), (6, 74), (7, 71), (8, 73), (9, 71)], [(1, 79), (3, 79), (4, 76), (5, 77), (7, 76), (8, 74), (9, 72), (11, 74)], [(1, 79), (3, 76), (4, 77), (5, 79), (7, 76), (8, 74), (9, 76), (11, 72), (12, 69)]]",markov_midis\markov_song_411.mid
412,"[[1, 2, 3, 4, 5, 6, 7, 8, 9, 11, 12], [1, 4, 5, 6, 7, 8, 9, 11, 12], [1, 2, 3, 4, 5, 7, 8, 9, 11, 12], [1, 2, 3, 4, 5, 9, 11, 12], [1, 2, 3, 4, 5, 9, 11, 12], [1, 3, 4, 5, 9, 10, 11, 12], [1, 3, 4, 5, 8, 9, 10, 11, 12], [1, 3, 4, 5, 9, 11, 12]]","[[66, 67, 64, 62, 69, 72, 71, 74, 72, 69, 67], [66, 64, 62, 65, 71, 74, 72, 70, 72], [66, 62, 64, 74, 71, 74, 72, 77, 81, 79], [66, 62, 64, 66, 67, 55, 71, 69], [66, 67, 69, 71, 74, 62, 65, 63], [66, 74, 75, 76, 74, 77, 76, 73], [66, 64, 62, 66, 69, 71, 74, 73, 69], [66, 64, 66, 67, 55, 71, 69]]","[[(1, 66), (2, 67), (3, 64), (4, 62), (5, 69), (6, 72), (7, 71), (8, 74), (9, 72), (11, 69), (12, 67)], [(1, 66), (4, 64), (5, 62), (6, 65), (7, 71), (8, 74), (9, 72), (11, 70), (12, 72)], [(1, 66), (2, 62), (3, 64), (4, 74), (5, 71), (7, 74), (8, 72), (9, 77), (11, 81), (12, 79)], [(1, 66), (2, 62), (3, 64), (4, 66), (5, 67), (9, 55), (11, 71), (12, 69)], [(1, 66), (2, 67), (3, 69), (4, 71), (5, 74), (9, 62), (11, 65), (12, 63)], [(1, 66), (3, 74), (4, 75), (5, 76), (9, 74), (10, 77), (11, 76), (12, 73)], [(1, 66), (3, 64), (4, 62), (5, 66), (8, 69), (9, 71), (10, 74), (11, 73), (12, 69)], [(1, 66), (3, 64), (4, 66), (5, 67), (9, 55), (11, 71), (12, 69)]]",markov_midis\markov_song_412.mid
413,"[[1, 2, 3, 4, 5, 6, 7, 8, 9], [1, 3, 5, 6, 7, 8, 9], [1, 3, 4, 5, 6, 7, 8, 9], [1, 3, 4, 5, 7, 9], [1, 3, 4, 5, 9], [1, 3, 4, 5, 9], [1, 3, 4, 5, 9, 11], [1, 3, 4, 5, 9, 11]]","[[69, 79, 77, 76, 72, 70, 74, 70, 73], [69, 67, 66, 64, 62, 66, 69], [69, 67, 71, 69, 71, 69, 70, 77], [69, 69, 68, 67, 65, 65], [69, 69, 71, 69, 67], [69, 76, 73, 71, 69], [69, 67, 66, 67, 55, 71], [69, 69, 65, 64, 62, 81]]","[[(1, 69), (2, 79), (3, 77), (4, 76), (5, 72), (6, 70), (7, 74), (8, 70), (9, 73)], [(1, 69), (3, 67), (5, 66), (6, 64), (7, 62), (8, 66), (9, 69)], [(1, 69), (3, 67), (4, 71), (5, 69), (6, 71), (7, 69), (8, 70), (9, 77)], [(1, 69), (3, 69), (4, 68), (5, 67), (7, 65), (9, 65)], [(1, 69), (3, 69), (4, 71), (5, 69), (9, 67)], [(1, 69), (3, 76), (4, 73), (5, 71), (9, 69)], [(1, 69), (3, 67), (4, 66), (5, 67), (9, 55), (11, 71)], [(1, 69), (3, 69), (4, 65), (5, 64), (9, 62), (11, 81)]]",markov_midis\markov_song_413.mid
414,"[[1, 2, 3, 4, 5, 9], [1, 3, 4, 5, 9], [1, 3, 5, 9], [1, 3, 4, 5, 9], [1, 4, 5, 9], [1, 4, 5, 9], [1, 3, 4, 5, 9], [1, 3, 4, 5, 9]]","[[69, 72, 71, 74, 72, 71], [69, 71, 74, 70, 58], [69, 67, 71, 79], [69, 69, 68, 67, 55], [69, 71, 71, 72], [69, 71, 71, 69], [69, 67, 65, 67, 65], [69, 69, 68, 69, 71]]","[[(1, 69), (2, 72), (3, 71), (4, 74), (5, 72), (9, 71)], [(1, 69), (3, 71), (4, 74), (5, 70), (9, 58)], [(1, 69), (3, 67), (5, 71), (9, 79)], [(1, 69), (3, 69), (4, 68), (5, 67), (9, 55)], [(1, 69), (4, 71), (5, 71), (9, 72)], [(1, 69), (4, 71), (5, 71), (9, 69)], [(1, 69), (3, 67), (4, 65), (5, 67), (9, 65)], [(1, 69), (3, 69), (4, 68), (5, 69), (9, 71)]]",markov_midis\markov_song_414.mid
415,"[[1, 2, 3, 4, 5, 9], [1, 2, 3, 4, 5, 7, 9], [1, 2, 3, 4, 5, 7, 8, 9, 11], [1, 2, 3, 4, 5, 7, 9, 11, 12], [1, 2, 3, 4, 5, 7, 9], [1, 2, 3, 4, 5, 7, 9], [1, 3, 4, 5, 7, 9], [1, 2, 3, 4, 5, 7, 9]]","[[70, 65, 69, 68, 67, 55], [70, 69, 67, 71, 72, 69, 74], [70, 74, 76, 78, 79, 83, 79, 77, 74], [70, 65, 69, 71, 69, 72, 70, 69, 66], [70, 69, 65, 69, 70, 74, 72], [70, 69, 70, 69, 68, 71, 72], [70, 69, 70, 74, 73, 73], [70, 67, 69, 66, 67, 69, 65]]","[[(1, 70), (2, 65), (3, 69), (4, 68), (5, 67), (9, 55)], [(1, 70), (2, 69), (3, 67), (4, 71), (5, 72), (7, 69), (9, 74)], [(1, 70), (2, 74), (3, 76), (4, 78), (5, 79), (7, 83), (8, 79), (9, 77), (11, 74)], [(1, 70), (2, 65), (3, 69), (4, 71), (5, 69), (7, 72), (9, 70), (11, 69), (12, 66)], [(1, 70), (2, 69), (3, 65), (4, 69), (5, 70), (7, 74), (9, 72)], [(1, 70), (2, 69), (3, 70), (4, 69), (5, 68), (7, 71), (9, 72)], [(1, 70), (3, 69), (4, 70), (5, 74), (7, 73), (9, 73)], [(1, 70), (2, 67), (3, 69), (4, 66), (5, 67), (7, 69), (9, 65)]]",markov_midis\markov_song_415.mid
416,"[[1, 3, 4, 5, 7, 9, 11, 12], [1, 2, 3, 4, 5, 7, 8, 9, 11, 12], [1, 2, 3, 4, 5, 7, 8, 9, 11, 12], [1, 3, 4, 5, 6, 7, 8, 9, 11, 12], [1, 3, 4, 5, 6, 7, 8, 9, 11], [1, 2, 3, 4, 5, 6, 7, 8, 9], [1, 2, 3, 4, 5, 7, 8, 9, 11, 12], [1, 2, 3, 4, 5, 6, 7, 9, 10, 11, 12]]","[[69, 71, 72, 74, 74, 79, 79, 77], [69, 74, 76, 78, 76, 74, 77, 76, 73, 71], [69, 67, 65, 64, 62, 67, 70, 69, 72, 71], [69, 73, 71, 72, 71, 74, 78, 74, 76, 79], [69, 69, 70, 72, 70, 69, 68, 68, 64], [69, 67, 69, 71, 71, 72, 70, 72, 74], [69, 71, 69, 71, 72, 69, 67, 69, 65, 64], [69, 65, 63, 62, 61, 62, 61, 62, 66, 64, 62]]","[[(1, 69), (3, 71), (4, 72), (5, 74), (7, 74), (9, 79), (11, 79), (12, 77)], [(1, 69), (2, 74), (3, 76), (4, 78), (5, 76), (7, 74), (8, 77), (9, 76), (11, 73), (12, 71)], [(1, 69), (2, 67), (3, 65), (4, 64), (5, 62), (7, 67), (8, 70), (9, 69), (11, 72), (12, 71)], [(1, 69), (3, 73), (4, 71), (5, 72), (6, 71), (7, 74), (8, 78), (9, 74), (11, 76), (12, 79)], [(1, 69), (3, 69), (4, 70), (5, 72), (6, 70), (7, 69), (8, 68), (9, 68), (11, 64)], [(1, 69), (2, 67), (3, 69), (4, 71), (5, 71), (6, 72), (7, 70), (8, 72), (9, 74)], [(1, 69), (2, 71), (3, 69), (4, 71), (5, 72), (7, 69), (8, 67), (9, 69), (11, 65), (12, 64)], [(1, 69), (2, 65), (3, 63), (4, 62), (5, 61), (6, 62), (7, 61), (9, 62), (10, 66), (11, 64), (12, 62)]]",markov_midis\markov_song_416.mid
417,"[[1, 3, 4, 5, 9, 11, 12], [1, 3, 4, 5, 7, 9, 10, 11, 12], [1, 3, 4, 5, 7, 9, 11], [1, 3, 4, 5, 7, 8, 9], [1, 3, 4, 5, 7, 8, 9, 11, 12], [1, 3, 4, 5, 6, 7, 9, 11, 12], [1, 2, 3, 5, 6, 7, 9, 11, 12], [1, 2, 3, 5, 6, 7, 8, 9, 11, 12]]","[[71, 71, 69, 68, 67, 65, 62], [71, 71, 67, 71, 71, 76, 74, 77, 76], [71, 74, 72, 71, 71, 69, 69], [71, 71, 72, 70, 69, 66, 64], [71, 71, 72, 71, 69, 62, 60, 60, 57], [71, 71, 69, 67, 69, 72, 76, 78, 76], [71, 74, 76, 69, 65, 67, 65, 69, 68], [71, 67, 69, 66, 64, 62, 60, 57, 59, 60]]","[[(1, 71), (3, 71), (4, 69), (5, 68), (9, 67), (11, 65), (12, 62)], [(1, 71), (3, 71), (4, 67), (5, 71), (7, 71), (9, 76), (10, 74), (11, 77), (12, 76)], [(1, 71), (3, 74), (4, 72), (5, 71), (7, 71), (9, 69), (11, 69)], [(1, 71), (3, 71), (4, 72), (5, 70), (7, 69), (8, 66), (9, 64)], [(1, 71), (3, 71), (4, 72), (5, 71), (7, 69), (8, 62), (9, 60), (11, 60), (12, 57)], [(1, 71), (3, 71), (4, 69), (5, 67), (6, 69), (7, 72), (9, 76), (11, 78), (12, 76)], [(1, 71), (2, 74), (3, 76), (5, 69), (6, 65), (7, 67), (9, 65), (11, 69), (12, 68)], [(1, 71), (2, 67), (3, 69), (5, 66), (6, 64), (7, 62), (8, 60), (9, 57), (11, 59), (12, 60)]]",markov_midis\markov_song_417.mid
418,"[[1, 2, 3, 4, 5, 6, 7, 9, 11, 12], [1, 3, 4, 5, 6, 7, 9, 11, 12], [1, 3, 4, 5, 6, 7, 9, 11, 12], [1, 3, 4, 5, 6, 9, 11], [1, 3, 4, 5, 9, 11, 12], [1, 3, 4, 5, 7, 8, 9, 11, 12], [1, 3, 4, 5, 9, 11, 12], [1, 3, 4, 5, 7, 9, 10, 11, 12]]","[[74, 70, 69, 65, 67, 69, 76, 74, 72, 74], [74, 79, 77, 79, 77, 76, 76, 72, 76], [74, 79, 74, 72, 74, 72, 77, 76, 73], [74, 76, 72, 74, 72, 71, 67], [74, 73, 76, 74, 73, 69, 71], [74, 79, 83, 81, 71, 67, 66, 62, 60], [74, 76, 77, 72, 70, 69, 67], [74, 77, 76, 77, 74, 72, 75, 74, 77]]","[[(1, 74), (2, 70), (3, 69), (4, 65), (5, 67), (6, 69), (7, 76), (9, 74), (11, 72), (12, 74)], [(1, 74), (3, 79), (4, 77), (5, 79), (6, 77), (7, 76), (9, 76), (11, 72), (12, 76)], [(1, 74), (3, 79), (4, 74), (5, 72), (6, 74), (7, 72), (9, 77), (11, 76), (12, 73)], [(1, 74), (3, 76), (4, 72), (5, 74), (6, 72), (9, 71), (11, 67)], [(1, 74), (3, 73), (4, 76), (5, 74), (9, 73), (11, 69), (12, 71)], [(1, 74), (3, 79), (4, 83), (5, 81), (7, 71), (8, 67), (9, 66), (11, 62), (12, 60)], [(1, 74), (3, 76), (4, 77), (5, 72), (9, 70), (11, 69), (12, 67)], [(1, 74), (3, 77), (4, 76), (5, 77), (7, 74), (9, 72), (10, 75), (11, 74), (12, 77)]]",markov_midis\markov_song_418.mid
